pop,herb,rate,rep,ve,surv,County,Corn_Soy,Tillage,Manure,ima_R,gly_R,atra_R,SOA_2,SOA_9,SOA_5
A83,glyphosate,1x,6,8,1,Winnebago,yes,no,no,,yes,,,yes,
A83,glyphosate,1x,7,9,1,Winnebago,yes,no,no,,yes,,,yes,
A83,glyphosate,1x,8,8,1,Winnebago,yes,no,no,,yes,,,yes,
A84,glyphosate,1x,1,8,1,Pierce,yes,no,no,,yes,,,yes,
A84,glyphosate,1x,2,9,1,Pierce,yes,no,no,,yes,,,yes,
A84,glyphosate,1x,3,9,1,Pierce,yes,no,no,,yes,,,yes,
A84,glyphosate,1x,4,4,0,Pierce,yes,no,no,,no,,,yes,
A84,glyphosate,1x,5,8,1,Pierce,yes,no,no,,yes,,,yes,
A84,glyphosate,1x,6,9,1,Pierce,yes,no,no,,yes,,,yes,
A84,glyphosate,1x,7,9,1,Pierce,yes,no,no,,yes,,,yes,
A84,glyphosate,1x,8,4,0,Pierce,yes,no,no,,no,,,yes,
A85,glyphosate,1x,1,8,1,St. Croix,yes,yes,no,,yes,,,yes,
A85,glyphosate,1x,2,9,1,St. Croix,yes,yes,no,,yes,,,yes,
A85,glyphosate,1x,3,9,1,St. Croix,yes,yes,no,,yes,,,yes,
A85,glyphosate,1x,4,7,1,St. Croix,yes,yes,no,,yes,,,yes,
A85,glyphosate,1x,5,9,1,St. Croix,yes,yes,no,,yes,,,yes,
A85,glyphosate,1x,6,8,1,St. Croix,yes,yes,no,,yes,,,yes,
A85,glyphosate,1x,7,8,1,St. Croix,yes,yes,no,,yes,,,yes,
A85,glyphosate,1x,8,8,1,St. Croix,yes,yes,no,,yes,,,yes,
A86,glyphosate,1x,1,8,1,Pierce,yes,yes,no,,yes,,,yes,
A86,glyphosate,1x,2,8,1,Pierce,yes,yes,no,,yes,,,yes,
A86,glyphosate,1x,3,9,1,Pierce,yes,yes,no,,yes,,,yes,
A86,glyphosate,1x,4,8,1,Pierce,yes,yes,no,,yes,,,yes,
A86,glyphosate,1x,5,8,1,Pierce,yes,yes,no,,yes,,,yes,
A86,glyphosate,1x,6,9,1,Pierce,yes,yes,no,,yes,,,yes,
A86,glyphosate,1x,7,4,0,Pierce,yes,yes,no,,no,,,yes,
A86,glyphosate,1x,8,8,1,Pierce,yes,yes,no,,yes,,,yes,
A89,glyphosate,1x,1,8,1,Sheboygan,yes,yes,no,,yes,,,yes,
A89,glyphosate,1x,2,4,0,Sheboygan,yes,yes,no,,no,,,yes,
A89,glyphosate,1x,3,9,1,Sheboygan,yes,yes,no,,yes,,,yes,
A89,glyphosate,1x,4,9,1,Sheboygan,yes,yes,no,,yes,,,yes,
A89,glyphosate,1x,5,9,1,Sheboygan,yes,yes,no,,yes,,,yes,
A89,glyphosate,1x,6,7,1,Sheboygan,yes,yes,no,,yes,,,yes,
A89,glyphosate,1x,7,9,1,Sheboygan,yes,yes,no,,yes,,,yes,
A89,glyphosate,1x,8,3,0,Sheboygan,yes,yes,no,,no,,,yes,
A2,atrazine,1x,1,1,0,Dunn,yes,no,no,,,no,,,no
A2,atrazine,1x,2,1,0,Dunn,yes,no,no,,,no,,,no
A2,atrazine,1x,3,1,0,Dunn,yes,no,no,,,no,,,no
A2,atrazine,1x,4,1,0,Dunn,yes,no,no,,,no,,,no
A2,atrazine,1x,5,1,0,Dunn,yes,no,no,,,no,,,no
A2,atrazine,1x,6,1,0,Dunn,yes,no,no,,,no,,,no
A2,atrazine,1x,7,1,0,Dunn,yes,no,no,,,no,,,no
A2,atrazine,1x,8,1,0,Dunn,yes,no,no,,,no,,,no
A3,atrazine,1x,1,1,0,Dunn,yes,no,no,,,no,,,no
A3,atrazine,1x,2,1,0,Dunn,yes,no,no,,,no,,,no
A3,atrazine,1x,3,1,0,Dunn,yes,no,no,,,no,,,no
A3,atrazine,1x,4,2,0,Dunn,yes,no,no,,,no,,,no
A3,atrazine,1x,5,1,0,Dunn,yes,no,no,,,no,,,no
A3,atrazine,1x,6,1,0,Dunn,yes,no,no,,,no,,,no
A3,atrazine,1x,7,1,0,Dunn,yes,no,no,,,no,,,no
A3,atrazine,1x,8,1,0,Dunn,yes,no,no,,,no,,,no
A8,atrazine,1x,1,1,0,Brown,yes,yes,no,,,no,,,no
A8,atrazine,1x,2,1,0,Brown,yes,yes,no,,,no,,,no
A8,atrazine,1x,3,1,0,Brown,yes,yes,no,,,no,,,no
A8,atrazine,1x,4,1,0,Brown,yes,yes,no,,,no,,,no
A8,atrazine,1x,5,3,0,Brown,yes,yes,no,,,no,,,no
A8,atrazine,1x,6,1,0,Brown,yes,yes,no,,,no,,,no
A8,atrazine,1x,7,1,0,Brown,yes,yes,no,,,no,,,no
A8,atrazine,1x,8,1,0,Brown,yes,yes,no,,,no,,,no
A9,atrazine,1x,1,8,1,La Crosse,yes,no,yes,,,yes,,,no
A9,atrazine,1x,2,8,1,La Crosse,yes,no,yes,,,yes,,,no
A9,atrazine,1x,3,8,1,La Crosse,yes,no,yes,,,yes,,,no
A9,atrazine,1x,4,1,0,La Crosse,yes,no,yes,,,no,,,no
A9,atrazine,1x,5,1,0,La Crosse,yes,no,yes,,,no,,,no
A9,atrazine,1x,6,1,0,La Crosse,yes,no,yes,,,no,,,no
A9,atrazine,1x,7,8,1,La Crosse,yes,no,yes,,,yes,,,no
A9,atrazine,1x,8,7,1,La Crosse,yes,no,yes,,,yes,,,no
A10,atrazine,1x,1,1,0,Trempealeau,yes,yes,no,,,no,,,no
A10,atrazine,1x,2,1,0,Trempealeau,yes,yes,no,,,no,,,no
A10,atrazine,1x,3,1,0,Trempealeau,yes,yes,no,,,no,,,no
A10,atrazine,1x,4,1,0,Trempealeau,yes,yes,no,,,no,,,no
A10,atrazine,1x,5,1,0,Trempealeau,yes,yes,no,,,no,,,no
A10,atrazine,1x,6,8,1,Trempealeau,yes,yes,no,,,yes,,,no
A10,atrazine,1x,7,7,1,Trempealeau,yes,yes,no,,,yes,,,no
A10,atrazine,1x,8,1,0,Trempealeau,yes,yes,no,,,no,,,no
A11,atrazine,1x,1,8,1,Vernon,yes,yes,yes,,,yes,,,yes
A11,atrazine,1x,2,1,0,Vernon,yes,yes,yes,,,no,,,yes
A11,atrazine,1x,3,7,1,Vernon,yes,yes,yes,,,yes,,,yes
A11,atrazine,1x,4,7,1,Vernon,yes,yes,yes,,,yes,,,yes
A11,atrazine,1x,5,8,1,Vernon,yes,yes,yes,,,yes,,,yes
A11,atrazine,1x,6,1,0,Vernon,yes,yes,yes,,,no,,,yes
A11,atrazine,1x,7,8,1,Vernon,yes,yes,yes,,,yes,,,yes
A11,atrazine,1x,8,1,0,Vernon,yes,yes,yes,,,no,,,yes
A12,atrazine,1x,1,1,0,Trempealeau,yes,yes,no,,,no,,,no
A12,atrazine,1x,2,1,0,Trempealeau,yes,yes,no,,,no,,,no
A12,atrazine,1x,3,1,0,Trempealeau,yes,yes,no,,,no,,,no
A12,atrazine,1x,4,1,0,Trempealeau,yes,yes,no,,,no,,,no
A12,atrazine,1x,5,1,0,Trempealeau,yes,yes,no,,,no,,,no
A12,atrazine,1x,6,1,0,Trempealeau,yes,yes,no,,,no,,,no
A12,atrazine,1x,7,1,0,Trempealeau,yes,yes,no,,,no,,,no
A12,atrazine,1x,8,2,0,Trempealeau,yes,yes,no,,,no,,,no
A14,atrazine,1x,1,1,0,Dodge,yes,yes,yes,,,no,,,no
A14,atrazine,1x,2,8,1,Dodge,yes,yes,yes,,,yes,,,no
A14,atrazine,1x,3,1,0,Dodge,yes,yes,yes,,,no,,,no
A14,atrazine,1x,4,1,0,Dodge,yes,yes,yes,,,no,,,no
A14,atrazine,1x,5,1,0,Dodge,yes,yes,yes,,,no,,,no
A14,atrazine,1x,6,1,0,Dodge,yes,yes,yes,,,no,,,no
A14,atrazine,1x,7,1,0,Dodge,yes,yes,yes,,,no,,,no
A14,atrazine,1x,8,8,1,Dodge,yes,yes,yes,,,yes,,,no
A15,atrazine,1x,1,8,1,Rock,yes,no,no,,,yes,,,no
A15,atrazine,1x,2,1,0,Rock,yes,no,no,,,no,,,no
A15,atrazine,1x,3,1,0,Rock,yes,no,no,,,no,,,no
A15,atrazine,1x,4,1,0,Rock,yes,no,no,,,no,,,no
A15,atrazine,1x,5,1,0,Rock,yes,no,no,,,no,,,no
A15,atrazine,1x,6,1,0,Rock,yes,no,no,,,no,,,no
A15,atrazine,1x,7,1,0,Rock,yes,no,no,,,no,,,no
A15,atrazine,1x,8,6,1,Rock,yes,no,no,,,yes,,,no
A17,atrazine,1x,1,1,0,Outagamie,yes,yes,no,,,no,,,no
A17,atrazine,1x,2,8,1,Outagamie,yes,yes,no,,,yes,,,no
A17,atrazine,1x,3,1,0,Outagamie,yes,yes,no,,,no,,,no
A17,atrazine,1x,4,8,1,Outagamie,yes,yes,no,,,yes,,,no
A17,atrazine,1x,5,1,0,Outagamie,yes,yes,no,,,no,,,no
A17,atrazine,1x,6,1,0,Outagamie,yes,yes,no,,,no,,,no
A17,atrazine,1x,7,8,1,Outagamie,yes,yes,no,,,yes,,,no
A17,atrazine,1x,8,1,0,Outagamie,yes,yes,no,,,no,,,no
A18,atrazine,1x,1,1,0,Winnebago,yes,no,no,,,no,,,no
A18,atrazine,1x,2,1,0,Winnebago,yes,no,no,,,no,,,no
A18,atrazine,1x,3,1,0,Winnebago,yes,no,no,,,no,,,no
A18,atrazine,1x,4,1,0,Winnebago,yes,no,no,,,no,,,no
A18,atrazine,1x,5,1,0,Winnebago,yes,no,no,,,no,,,no
A18,atrazine,1x,6,1,0,Winnebago,yes,no,no,,,no,,,no
A18,atrazine,1x,7,1,0,Winnebago,yes,no,no,,,no,,,no
A18,atrazine,1x,8,1,0,Winnebago,yes,no,no,,,no,,,no
A19,atrazine,1x,1,1,0,Calumet,yes,yes,no,,,no,,,yes
A19,atrazine,1x,2,6,1,Calumet,yes,yes,no,,,yes,,,yes
A19,atrazine,1x,3,1,0,Calumet,yes,yes,no,,,no,,,yes
A19,atrazine,1x,4,1,0,Calumet,yes,yes,no,,,no,,,yes
A19,atrazine,1x,5,7,1,Calumet,yes,yes,no,,,yes,,,yes
A19,atrazine,1x,6,1,0,Calumet,yes,yes,no,,,no,,,yes
A19,atrazine,1x,7,1,0,Calumet,yes,yes,no,,,no,,,yes
A19,atrazine,1x,8,8,1,Calumet,yes,yes,no,,,yes,,,yes
A20,atrazine,1x,1,8,1,Brown,yes,yes,yes,,,yes,,,yes
A20,atrazine,1x,2,8,1,Brown,yes,yes,yes,,,yes,,,yes
A20,atrazine,1x,3,8,1,Brown,yes,yes,yes,,,yes,,,yes
A20,atrazine,1x,4,8,1,Brown,yes,yes,yes,,,yes,,,yes
A20,atrazine,1x,5,8,1,Brown,yes,yes,yes,,,yes,,,yes
A20,atrazine,1x,6,8,1,Brown,yes,yes,yes,,,yes,,,yes
A20,atrazine,1x,7,1,0,Brown,yes,yes,yes,,,no,,,yes
A20,atrazine,1x,8,8,1,Brown,yes,yes,yes,,,yes,,,yes
A21,atrazine,1x,1,1,0,Outagamie,yes,yes,no,,,no,,,no
A21,atrazine,1x,2,1,0,Outagamie,yes,yes,no,,,no,,,no
A21,atrazine,1x,3,1,0,Outagamie,yes,yes,no,,,no,,,no
A21,atrazine,1x,4,1,0,Outagamie,yes,yes,no,,,no,,,no
A21,atrazine,1x,5,1,0,Outagamie,yes,yes,no,,,no,,,no
A21,atrazine,1x,6,1,0,Outagamie,yes,yes,no,,,no,,,no
A21,atrazine,1x,7,1,0,Outagamie,yes,yes,no,,,no,,,no
A21,atrazine,1x,8,1,0,Outagamie,yes,yes,no,,,no,,,no
A22,atrazine,1x,1,1,0,Outagamie,yes,yes,yes,,,no,,,yes
A22,atrazine,1x,2,1,0,Outagamie,yes,yes,yes,,,no,,,yes
A22,atrazine,1x,3,1,0,Outagamie,yes,yes,yes,,,no,,,yes
A22,atrazine,1x,4,7,1,Outagamie,yes,yes,yes,,,yes,,,yes
A22,atrazine,1x,5,1,0,Outagamie,yes,yes,yes,,,no,,,yes
A22,atrazine,1x,6,8,1,Outagamie,yes,yes,yes,,,yes,,,yes
A22,atrazine,1x,7,1,0,Outagamie,yes,yes,yes,,,no,,,yes
A22,atrazine,1x,8,1,0,Outagamie,yes,yes,yes,,,no,,,yes
A23,atrazine,1x,1,1,0,Dane,yes,yes,no,,,no,,,no
A23,atrazine,1x,2,8,1,Dane,yes,yes,no,,,yes,,,no
A23,atrazine,1x,3,1,0,Dane,yes,yes,no,,,no,,,no
A23,atrazine,1x,4,1,0,Dane,yes,yes,no,,,no,,,no
A23,atrazine,1x,5,1,0,Dane,yes,yes,no,,,no,,,no
A23,atrazine,1x,6,1,0,Dane,yes,yes,no,,,no,,,no
A23,atrazine,1x,7,2,0,Dane,yes,yes,no,,,no,,,no
A23,atrazine,1x,8,1,0,Dane,yes,yes,no,,,no,,,no
A24,atrazine,1x,1,1,0,Brown,yes,yes,yes,,,no,,,no
A24,atrazine,1x,2,9,1,Brown,yes,yes,yes,,,yes,,,no
A24,atrazine,1x,3,1,0,Brown,yes,yes,yes,,,no,,,no
A24,atrazine,1x,4,1,0,Brown,yes,yes,yes,,,no,,,no
A24,atrazine,1x,5,1,0,Brown,yes,yes,yes,,,no,,,no
A24,atrazine,1x,6,1,0,Brown,yes,yes,yes,,,no,,,no
A24,atrazine,1x,7,2,0,Brown,yes,yes,yes,,,no,,,no
A24,atrazine,1x,8,1,0,Brown,yes,yes,yes,,,no,,,no
A25,atrazine,1x,1,1,0,Outagamie,yes,yes,no,,,no,,,no
A25,atrazine,1x,2,1,0,Outagamie,yes,yes,no,,,no,,,no
A25,atrazine,1x,3,1,0,Outagamie,yes,yes,no,,,no,,,no
A25,atrazine,1x,4,1,0,Outagamie,yes,yes,no,,,no,,,no
A25,atrazine,1x,5,1,0,Outagamie,yes,yes,no,,,no,,,no
A25,atrazine,1x,6,1,0,Outagamie,yes,yes,no,,,no,,,no
A25,atrazine,1x,7,1,0,Outagamie,yes,yes,no,,,no,,,no
A25,atrazine,1x,8,1,0,Outagamie,yes,yes,no,,,no,,,no
A26,atrazine,1x,1,1,0,Walworth,yes,yes,no,,,no,,,no
A26,atrazine,1x,2,7,1,Walworth,yes,yes,no,,,yes,,,no
A26,atrazine,1x,3,1,0,Walworth,yes,yes,no,,,no,,,no
A26,atrazine,1x,4,7,1,Walworth,yes,yes,no,,,yes,,,no
A26,atrazine,1x,5,1,0,Walworth,yes,yes,no,,,no,,,no
A26,atrazine,1x,6,1,0,Walworth,yes,yes,no,,,no,,,no
A26,atrazine,1x,7,1,0,Walworth,yes,yes,no,,,no,,,no
A26,atrazine,1x,8,8,1,Walworth,yes,yes,no,,,yes,,,no
A27,atrazine,1x,1,1,0,Waukesha,yes,yes,no,,,no,,,yes
A27,atrazine,1x,2,1,0,Waukesha,yes,yes,no,,,no,,,yes
A27,atrazine,1x,3,1,0,Waukesha,yes,yes,no,,,no,,,yes
A28,atrazine,1x,1,1,0,Waukesha,yes,yes,no,,,no,,,no
A28,atrazine,1x,2,1,0,Waukesha,yes,yes,no,,,no,,,no
A28,atrazine,1x,3,1,0,Waukesha,yes,yes,no,,,no,,,no
A28,atrazine,1x,4,1,0,Waukesha,yes,yes,no,,,no,,,no
A28,atrazine,1x,5,8,1,Waukesha,yes,yes,no,,,yes,,,no
A28,atrazine,1x,6,1,0,Waukesha,yes,yes,no,,,no,,,no
A28,atrazine,1x,7,1,0,Waukesha,yes,yes,no,,,no,,,no
A28,atrazine,1x,8,1,0,Waukesha,yes,yes,no,,,no,,,no
A30,atrazine,1x,1,1,0,Door,yes,yes,yes,,,no,,,no
A30,atrazine,1x,2,1,0,Door,yes,yes,yes,,,no,,,no
A30,atrazine,1x,3,7,1,Door,yes,yes,yes,,,yes,,,no
A30,atrazine,1x,4,1,0,Door,yes,yes,yes,,,no,,,no
A30,atrazine,1x,5,8,1,Door,yes,yes,yes,,,yes,,,no
A30,atrazine,1x,6,1,0,Door,yes,yes,yes,,,no,,,no
A30,atrazine,1x,7,1,0,Door,yes,yes,yes,,,no,,,no
A30,atrazine,1x,8,5,1,Door,yes,yes,yes,,,yes,,,no
A31,atrazine,1x,1,1,0,Door,yes,yes,yes,,,no,,,no
A31,atrazine,1x,2,1,0,Door,yes,yes,yes,,,no,,,no
A31,atrazine,1x,3,1,0,Door,yes,yes,yes,,,no,,,no
A31,atrazine,1x,4,1,0,Door,yes,yes,yes,,,no,,,no
A31,atrazine,1x,5,1,0,Door,yes,yes,yes,,,no,,,no
A31,atrazine,1x,6,1,0,Door,yes,yes,yes,,,no,,,no
A31,atrazine,1x,7,1,0,Door,yes,yes,yes,,,no,,,no
A31,atrazine,1x,8,1,0,Door,yes,yes,yes,,,no,,,no
A32,atrazine,1x,1,1,0,Door,yes,yes,no,,,no,,,no
A32,atrazine,1x,2,7,1,Door,yes,yes,no,,,yes,,,no
A32,atrazine,1x,3,1,0,Door,yes,yes,no,,,no,,,no
A32,atrazine,1x,4,1,0,Door,yes,yes,no,,,no,,,no
A32,atrazine,1x,5,1,0,Door,yes,yes,no,,,no,,,no
A32,atrazine,1x,6,1,0,Door,yes,yes,no,,,no,,,no
A32,atrazine,1x,7,1,0,Door,yes,yes,no,,,no,,,no
A32,atrazine,1x,8,1,0,Door,yes,yes,no,,,no,,,no
A33,atrazine,1x,1,1,0,Calumet,yes,no,no,,,no,,,no
A33,atrazine,1x,2,1,0,Calumet,yes,no,no,,,no,,,no
A33,atrazine,1x,3,1,0,Calumet,yes,no,no,,,no,,,no
A33,atrazine,1x,4,1,0,Calumet,yes,no,no,,,no,,,no
A33,atrazine,1x,5,1,0,Calumet,yes,no,no,,,no,,,no
A33,atrazine,1x,6,1,0,Calumet,yes,no,no,,,no,,,no
A33,atrazine,1x,7,1,0,Calumet,yes,no,no,,,no,,,no
A33,atrazine,1x,8,1,0,Calumet,yes,no,no,,,no,,,no
A34,atrazine,1x,1,1,0,Manitowoc,yes,yes,no,,,no,,,no
A34,atrazine,1x,2,1,0,Manitowoc,yes,yes,no,,,no,,,no
A34,atrazine,1x,3,1,0,Manitowoc,yes,yes,no,,,no,,,no
A34,atrazine,1x,4,3,0,Manitowoc,yes,yes,no,,,no,,,no
A34,atrazine,1x,5,1,0,Manitowoc,yes,yes,no,,,no,,,no
A34,atrazine,1x,6,1,0,Manitowoc,yes,yes,no,,,no,,,no
A34,atrazine,1x,7,1,0,Manitowoc,yes,yes,no,,,no,,,no
A35,atrazine,1x,1,1,0,Calumet,yes,yes,no,,,no,,,no
A35,atrazine,1x,2,1,0,Calumet,yes,yes,no,,,no,,,no
A35,atrazine,1x,3,1,0,Calumet,yes,yes,no,,,no,,,no
A35,atrazine,1x,4,1,0,Calumet,yes,yes,no,,,no,,,no
A35,atrazine,1x,5,8,1,Calumet,yes,yes,no,,,yes,,,no
A35,atrazine,1x,6,1,0,Calumet,yes,yes,no,,,no,,,no
A35,atrazine,1x,7,1,0,Calumet,yes,yes,no,,,no,,,no
A35,atrazine,1x,8,1,0,Calumet,yes,yes,no,,,no,,,no
A36,atrazine,1x,1,1,0,Calumet,yes,yes,no,,,no,,,no
A36,atrazine,1x,2,1,0,Calumet,yes,yes,no,,,no,,,no
A36,atrazine,1x,3,1,0,Calumet,yes,yes,no,,,no,,,no
A36,atrazine,1x,4,1,0,Calumet,yes,yes,no,,,no,,,no
A36,atrazine,1x,5,1,0,Calumet,yes,yes,no,,,no,,,no
A36,atrazine,1x,6,4,0,Calumet,yes,yes,no,,,no,,,no
A36,atrazine,1x,7,7,1,Calumet,yes,yes,no,,,yes,,,no
A36,atrazine,1x,8,1,0,Calumet,yes,yes,no,,,no,,,no
A37,atrazine,1x,1,3,0,Columbia,yes,no,no,,,no,,,no
A37,atrazine,1x,2,1,0,Columbia,yes,no,no,,,no,,,no
A37,atrazine,1x,3,2,0,Columbia,yes,no,no,,,no,,,no
A37,atrazine,1x,4,1,0,Columbia,yes,no,no,,,no,,,no
A37,atrazine,1x,5,1,0,Columbia,yes,no,no,,,no,,,no
A37,atrazine,1x,6,1,0,Columbia,yes,no,no,,,no,,,no
A37,atrazine,1x,7,1,0,Columbia,yes,no,no,,,no,,,no
A37,atrazine,1x,8,3,0,Columbia,yes,no,no,,,no,,,no
A38,atrazine,1x,1,1,0,Sheboygan,yes,yes,no,,,no,,,no
A38,atrazine,1x,2,1,0,Sheboygan,yes,yes,no,,,no,,,no
A38,atrazine,1x,3,1,0,Sheboygan,yes,yes,no,,,no,,,no
A38,atrazine,1x,4,7,1,Sheboygan,yes,yes,no,,,yes,,,no
A38,atrazine,1x,5,1,0,Sheboygan,yes,yes,no,,,no,,,no
A38,atrazine,1x,6,1,0,Sheboygan,yes,yes,no,,,no,,,no
A38,atrazine,1x,7,1,0,Sheboygan,yes,yes,no,,,no,,,no
A38,atrazine,1x,8,1,0,Sheboygan,yes,yes,no,,,no,,,no
A39,atrazine,1x,1,1,0,Sheboygan,yes,no,no,,,no,,,no
A39,atrazine,1x,2,1,0,Sheboygan,yes,no,no,,,no,,,no
A39,atrazine,1x,3,1,0,Sheboygan,yes,no,no,,,no,,,no
A39,atrazine,1x,4,1,0,Sheboygan,yes,no,no,,,no,,,no
A39,atrazine,1x,5,6,1,Sheboygan,yes,no,no,,,yes,,,no
A39,atrazine,1x,6,2,0,Sheboygan,yes,no,no,,,no,,,no
A39,atrazine,1x,7,1,0,Sheboygan,yes,no,no,,,no,,,no
A39,atrazine,1x,8,1,0,Sheboygan,yes,no,no,,,no,,,no
A40,atrazine,1x,1,1,0,Rock,yes,yes,no,,,no,,,no
A40,atrazine,1x,2,1,0,Rock,yes,yes,no,,,no,,,no
A40,atrazine,1x,3,1,0,Rock,yes,yes,no,,,no,,,no
A40,atrazine,1x,4,1,0,Rock,yes,yes,no,,,no,,,no
A41,atrazine,1x,1,2,0,Brown,yes,yes,no,,,no,,,no
A41,atrazine,1x,2,1,0,Brown,yes,yes,no,,,no,,,no
A41,atrazine,1x,3,1,0,Brown,yes,yes,no,,,no,,,no
A41,atrazine,1x,4,7,1,Brown,yes,yes,no,,,yes,,,no
A41,atrazine,1x,5,7,1,Brown,yes,yes,no,,,yes,,,no
A41,atrazine,1x,6,1,0,Brown,yes,yes,no,,,no,,,no
A41,atrazine,1x,7,1,0,Brown,yes,yes,no,,,no,,,no
A41,atrazine,1x,8,7,1,Brown,yes,yes,no,,,yes,,,no
A43,atrazine,1x,1,3,0,Green,yes,yes,no,,,no,,,no
A43,atrazine,1x,2,1,0,Green,yes,yes,no,,,no,,,no
A43,atrazine,1x,3,1,0,Green,yes,yes,no,,,no,,,no
A43,atrazine,1x,4,1,0,Green,yes,yes,no,,,no,,,no
A43,atrazine,1x,5,1,0,Green,yes,yes,no,,,no,,,no
A43,atrazine,1x,6,1,0,Green,yes,yes,no,,,no,,,no
A43,atrazine,1x,7,1,0,Green,yes,yes,no,,,no,,,no
A43,atrazine,1x,8,1,0,Green,yes,yes,no,,,no,,,no
A44,atrazine,1x,1,1,0,Rock,yes,yes,no,,,no,,,no
A44,atrazine,1x,2,5,1,Rock,yes,yes,no,,,yes,,,no
A44,atrazine,1x,3,1,0,Rock,yes,yes,no,,,no,,,no
A44,atrazine,1x,4,1,0,Rock,yes,yes,no,,,no,,,no
A44,atrazine,1x,5,1,0,Rock,yes,yes,no,,,no,,,no
A44,atrazine,1x,6,1,0,Rock,yes,yes,no,,,no,,,no
A44,atrazine,1x,7,1,0,Rock,yes,yes,no,,,no,,,no
A44,atrazine,1x,8,1,0,Rock,yes,yes,no,,,no,,,no
A45,atrazine,1x,1,1,0,Green,yes,yes,no,,,no,,,no
A45,atrazine,1x,2,1,0,Green,yes,yes,no,,,no,,,no
A45,atrazine,1x,3,1,0,Green,yes,yes,no,,,no,,,no
A45,atrazine,1x,4,1,0,Green,yes,yes,no,,,no,,,no
A45,atrazine,1x,5,1,0,Green,yes,yes,no,,,no,,,no
A45,atrazine,1x,6,1,0,Green,yes,yes,no,,,no,,,no
A45,atrazine,1x,7,1,0,Green,yes,yes,no,,,no,,,no
A45,atrazine,1x,8,8,1,Green,yes,yes,no,,,yes,,,no
A47,atrazine,1x,1,1,0,Green,yes,no,no,,,no,,,no
A47,atrazine,1x,2,1,0,Green,yes,no,no,,,no,,,no
A47,atrazine,1x,3,7,1,Green,yes,no,no,,,yes,,,no
A47,atrazine,1x,4,1,0,Green,yes,no,no,,,no,,,no
A47,atrazine,1x,5,1,0,Green,yes,no,no,,,no,,,no
A47,atrazine,1x,6,1,0,Green,yes,no,no,,,no,,,no
A47,atrazine,1x,7,1,0,Green,yes,no,no,,,no,,,no
A47,atrazine,1x,8,1,0,Green,yes,no,no,,,no,,,no
A51,atrazine,1x,1,1,0,Dane,yes,yes,no,,,no,,,no
A51,atrazine,1x,2,1,0,Dane,yes,yes,no,,,no,,,no
A51,atrazine,1x,3,1,0,Dane,yes,yes,no,,,no,,,no
A51,atrazine,1x,4,1,0,Dane,yes,yes,no,,,no,,,no
A51,atrazine,1x,5,1,0,Dane,yes,yes,no,,,no,,,no
A51,atrazine,1x,6,1,0,Dane,yes,yes,no,,,no,,,no
A51,atrazine,1x,7,1,0,Dane,yes,yes,no,,,no,,,no
A51,atrazine,1x,8,1,0,Dane,yes,yes,no,,,no,,,no
A52,atrazine,1x,1,1,0,Green,yes,yes,no,,,no,,,no
A52,atrazine,1x,2,1,0,Green,yes,yes,no,,,no,,,no
A52,atrazine,1x,3,1,0,Green,yes,yes,no,,,no,,,no
A52,atrazine,1x,4,1,0,Green,yes,yes,no,,,no,,,no
A52,atrazine,1x,5,1,0,Green,yes,yes,no,,,no,,,no
A52,atrazine,1x,6,1,0,Green,yes,yes,no,,,no,,,no
A52,atrazine,1x,7,1,0,Green,yes,yes,no,,,no,,,no
A52,atrazine,1x,8,1,0,Green,yes,yes,no,,,no,,,no
A53,atrazine,1x,1,1,0,Rock,yes,yes,yes,,,no,,,no
A53,atrazine,1x,2,1,0,Rock,yes,yes,yes,,,no,,,no
A53,atrazine,1x,3,1,0,Rock,yes,yes,yes,,,no,,,no
A53,atrazine,1x,4,1,0,Rock,yes,yes,yes,,,no,,,no
A53,atrazine,1x,5,1,0,Rock,yes,yes,yes,,,no,,,no
A53,atrazine,1x,6,1,0,Rock,yes,yes,yes,,,no,,,no
A53,atrazine,1x,7,1,0,Rock,yes,yes,yes,,,no,,,no
A53,atrazine,1x,8,1,0,Rock,yes,yes,yes,,,no,,,no
A54,atrazine,1x,1,1,0,Rock,yes,no,no,,,no,,,no
A54,atrazine,1x,2,1,0,Rock,yes,no,no,,,no,,,no
A54,atrazine,1x,3,1,0,Rock,yes,no,no,,,no,,,no
A54,atrazine,1x,4,1,0,Rock,yes,no,no,,,no,,,no
A54,atrazine,1x,5,1,0,Rock,yes,no,no,,,no,,,no
A54,atrazine,1x,6,1,0,Rock,yes,no,no,,,no,,,no
A54,atrazine,1x,7,1,0,Rock,yes,no,no,,,no,,,no
A54,atrazine,1x,8,1,0,Rock,yes,no,no,,,no,,,no
A55,atrazine,1x,1,1,0,Rock,yes,yes,no,,,no,,,no
A55,atrazine,1x,2,1,0,Rock,yes,yes,no,,,no,,,no
A55,atrazine,1x,3,1,0,Rock,yes,yes,no,,,no,,,no
A55,atrazine,1x,4,1,0,Rock,yes,yes,no,,,no,,,no
A55,atrazine,1x,5,1,0,Rock,yes,yes,no,,,no,,,no
A55,atrazine,1x,6,1,0,Rock,yes,yes,no,,,no,,,no
A56,atrazine,1x,1,1,0,Rock,yes,no,no,,,no,,,no
A56,atrazine,1x,2,1,0,Rock,yes,no,no,,,no,,,no
A56,atrazine,1x,3,1,0,Rock,yes,no,no,,,no,,,no
A56,atrazine,1x,4,1,0,Rock,yes,no,no,,,no,,,no
