pop,herb,rate,rep,ve,surv,ima_R,County,Corn_Soy,Tillage,Manure,SOA_2,SOA_9,SOA_5
A35,atrazine,1x,1,1,0,no,Calumet,yes,yes,no,,,no
A35,atrazine,1x,2,1,0,no,Calumet,yes,yes,no,,,no
A35,atrazine,1x,3,1,0,no,Calumet,yes,yes,no,,,no
A35,atrazine,1x,4,1,0,no,Calumet,yes,yes,no,,,no
A35,atrazine,1x,5,1,0,no,Calumet,yes,yes,no,,,no
A35,atrazine,1x,6,7,1,yes,Calumet,yes,yes,no,,,no
A35,atrazine,1x,7,1,0,no,Calumet,yes,yes,no,,,no
A35,atrazine,1x,8,1,0,no,Calumet,yes,yes,no,,,no
A36,atrazine,1x,1,1,0,no,Calumet,yes,yes,no,,,no
A36,atrazine,1x,2,1,0,no,Calumet,yes,yes,no,,,no
A36,atrazine,1x,3,1,0,no,Calumet,yes,yes,no,,,no
A36,atrazine,1x,4,1,0,no,Calumet,yes,yes,no,,,no
A36,atrazine,1x,5,9,1,yes,Calumet,yes,yes,no,,,no
A36,atrazine,1x,6,8,1,yes,Calumet,yes,yes,no,,,no
A36,atrazine,1x,7,1,0,no,Calumet,yes,yes,no,,,no
A36,atrazine,1x,8,1,0,no,Calumet,yes,yes,no,,,no
A37,atrazine,1x,1,1,0,no,Columbia,yes,no,no,,,no
A37,atrazine,1x,2,1,0,no,Columbia,yes,no,no,,,no
A37,atrazine,1x,3,1,0,no,Columbia,yes,no,no,,,no
A37,atrazine,1x,4,1,0,no,Columbia,yes,no,no,,,no
A37,atrazine,1x,5,1,0,no,Columbia,yes,no,no,,,no
A37,atrazine,1x,6,1,0,no,Columbia,yes,no,no,,,no
A37,atrazine,1x,7,1,0,no,Columbia,yes,no,no,,,no
A37,atrazine,1x,8,1,0,no,Columbia,yes,no,no,,,no
A38,atrazine,1x,1,1,0,no,Sheboygan,yes,yes,no,,,no
A38,atrazine,1x,2,1,0,no,Sheboygan,yes,yes,no,,,no
A38,atrazine,1x,3,1,0,no,Sheboygan,yes,yes,no,,,no
A38,atrazine,1x,4,1,0,no,Sheboygan,yes,yes,no,,,no
A38,atrazine,1x,5,1,0,no,Sheboygan,yes,yes,no,,,no
A38,atrazine,1x,6,1,0,no,Sheboygan,yes,yes,no,,,no
A38,atrazine,1x,7,1,0,no,Sheboygan,yes,yes,no,,,no
A38,atrazine,1x,8,1,0,no,Sheboygan,yes,yes,no,,,no
A39,atrazine,1x,1,1,0,no,Sheboygan,yes,no,no,,,no
A39,atrazine,1x,2,1,0,no,Sheboygan,yes,no,no,,,no
A39,atrazine,1x,3,1,0,no,Sheboygan,yes,no,no,,,no
A39,atrazine,1x,4,8,1,yes,Sheboygan,yes,no,no,,,no
A39,atrazine,1x,5,1,0,no,Sheboygan,yes,no,no,,,no
A39,atrazine,1x,6,1,0,no,Sheboygan,yes,no,no,,,no
A39,atrazine,1x,7,1,0,no,Sheboygan,yes,no,no,,,no
A39,atrazine,1x,8,1,0,no,Sheboygan,yes,no,no,,,no
A40,atrazine,1x,1,1,0,no,Rock,yes,yes,no,,,no
A40,atrazine,1x,2,1,0,no,Rock,yes,yes,no,,,no
A40,atrazine,1x,3,1,0,no,Rock,yes,yes,no,,,no
A40,atrazine,1x,4,1,0,no,Rock,yes,yes,no,,,no
A40,atrazine,1x,5,1,0,no,Rock,yes,yes,no,,,no
A40,atrazine,1x,6,1,0,no,Rock,yes,yes,no,,,no
A40,atrazine,1x,7,1,0,no,Rock,yes,yes,no,,,no
A40,atrazine,1x,8,1,0,no,Rock,yes,yes,no,,,no
A41,atrazine,1x,1,1,0,no,Brown,yes,yes,no,,,no
A41,atrazine,1x,2,1,0,no,Brown,yes,yes,no,,,no
A41,atrazine,1x,3,1,0,no,Brown,yes,yes,no,,,no
A41,atrazine,1x,4,1,0,no,Brown,yes,yes,no,,,no
A41,atrazine,1x,5,1,0,no,Brown,yes,yes,no,,,no
A41,atrazine,1x,6,7,1,yes,Brown,yes,yes,no,,,no
A41,atrazine,1x,7,1,0,no,Brown,yes,yes,no,,,no
A41,atrazine,1x,8,1,0,no,Brown,yes,yes,no,,,no
A43,atrazine,1x,1,1,0,no,Green,yes,yes,no,,,no
A43,atrazine,1x,2,1,0,no,Green,yes,yes,no,,,no
A43,atrazine,1x,3,1,0,no,Green,yes,yes,no,,,no
A43,atrazine,1x,4,1,0,no,Green,yes,yes,no,,,no
A43,atrazine,1x,5,1,0,no,Green,yes,yes,no,,,no
A43,atrazine,1x,6,1,0,no,Green,yes,yes,no,,,no
A43,atrazine,1x,7,7,1,yes,Green,yes,yes,no,,,no
A43,atrazine,1x,8,1,0,no,Green,yes,yes,no,,,no
A44,atrazine,1x,1,1,0,no,Rock,yes,yes,no,,,no
A44,atrazine,1x,2,1,0,no,Rock,yes,yes,no,,,no
A44,atrazine,1x,3,1,0,no,Rock,yes,yes,no,,,no
A44,atrazine,1x,4,1,0,no,Rock,yes,yes,no,,,no
A44,atrazine,1x,5,1,0,no,Rock,yes,yes,no,,,no
A44,atrazine,1x,6,8,1,yes,Rock,yes,yes,no,,,no
A44,atrazine,1x,7,1,0,no,Rock,yes,yes,no,,,no
A44,atrazine,1x,8,1,0,no,Rock,yes,yes,no,,,no
A45,atrazine,1x,1,1,0,no,Green,yes,yes,no,,,no
A45,atrazine,1x,2,1,0,no,Green,yes,yes,no,,,no
A45,atrazine,1x,3,8,1,yes,Green,yes,yes,no,,,no
A45,atrazine,1x,4,5,1,yes,Green,yes,yes,no,,,no
A45,atrazine,1x,5,1,0,no,Green,yes,yes,no,,,no
A45,atrazine,1x,6,7,1,yes,Green,yes,yes,no,,,no
A45,atrazine,1x,7,1,0,no,Green,yes,yes,no,,,no
A45,atrazine,1x,8,8,1,yes,Green,yes,yes,no,,,no
A47,atrazine,1x,1,1,0,no,Green,yes,no,no,,,no
A47,atrazine,1x,2,1,0,no,Green,yes,no,no,,,no
A47,atrazine,1x,3,1,0,no,Green,yes,no,no,,,no
A47,atrazine,1x,4,1,0,no,Green,yes,no,no,,,no
A47,atrazine,1x,5,1,0,no,Green,yes,no,no,,,no
A51,atrazine,1x,1,1,0,no,Dane,yes,yes,no,,,no
A51,atrazine,1x,2,1,0,no,Dane,yes,yes,no,,,no
A51,atrazine,1x,3,1,0,no,Dane,yes,yes,no,,,no
A51,atrazine,1x,4,1,0,no,Dane,yes,yes,no,,,no
A51,atrazine,1x,5,1,0,no,Dane,yes,yes,no,,,no
A51,atrazine,1x,6,1,0,no,Dane,yes,yes,no,,,no
A51,atrazine,1x,7,1,0,no,Dane,yes,yes,no,,,no
A51,atrazine,1x,8,1,0,no,Dane,yes,yes,no,,,no
A52,atrazine,1x,1,1,0,no,Green,yes,yes,no,,,no
A52,atrazine,1x,2,1,0,no,Green,yes,yes,no,,,no
A52,atrazine,1x,3,1,0,no,Green,yes,yes,no,,,no
A52,atrazine,1x,4,1,0,no,Green,yes,yes,no,,,no
A52,atrazine,1x,5,1,0,no,Green,yes,yes,no,,,no
A52,atrazine,1x,6,1,0,no,Green,yes,yes,no,,,no
A52,atrazine,1x,7,1,0,no,Green,yes,yes,no,,,no
A52,atrazine,1x,8,1,0,no,Green,yes,yes,no,,,no
A53,atrazine,1x,1,1,0,no,Rock,yes,yes,yes,,,no
A53,atrazine,1x,2,8,1,yes,Rock,yes,yes,yes,,,no
A53,atrazine,1x,3,1,0,no,Rock,yes,yes,yes,,,no
A53,atrazine,1x,4,1,0,no,Rock,yes,yes,yes,,,no
A53,atrazine,1x,5,8,1,yes,Rock,yes,yes,yes,,,no
A53,atrazine,1x,6,1,0,no,Rock,yes,yes,yes,,,no
A53,atrazine,1x,7,1,0,no,Rock,yes,yes,yes,,,no
A53,atrazine,1x,8,1,0,no,Rock,yes,yes,yes,,,no
A54,atrazine,1x,1,7,1,yes,Rock,yes,no,no,,,no
A54,atrazine,1x,2,1,0,no,Rock,yes,no,no,,,no
A54,atrazine,1x,3,1,0,no,Rock,yes,no,no,,,no
A54,atrazine,1x,4,1,0,no,Rock,yes,no,no,,,no
A54,atrazine,1x,5,1,0,no,Rock,yes,no,no,,,no
A54,atrazine,1x,6,8,1,yes,Rock,yes,no,no,,,no
A54,atrazine,1x,7,1,0,no,Rock,yes,no,no,,,no
A54,atrazine,1x,8,1,0,no,Rock,yes,no,no,,,no
A55,atrazine,1x,1,1,0,no,Rock,yes,yes,no,,,no
A55,atrazine,1x,2,2,0,no,Rock,yes,yes,no,,,no
A55,atrazine,1x,3,1,0,no,Rock,yes,yes,no,,,no
A55,atrazine,1x,4,1,0,no,Rock,yes,yes,no,,,no
A55,atrazine,1x,5,1,0,no,Rock,yes,yes,no,,,no
A55,atrazine,1x,6,1,0,no,Rock,yes,yes,no,,,no
A55,atrazine,1x,7,7,1,yes,Rock,yes,yes,no,,,no
A55,atrazine,1x,8,1,0,no,Rock,yes,yes,no,,,no
A56,atrazine,1x,1,1,0,no,Rock,yes,no,no,,,no
A56,atrazine,1x,2,1,0,no,Rock,yes,no,no,,,no
A56,atrazine,1x,3,1,0,no,Rock,yes,no,no,,,no
A56,atrazine,1x,4,1,0,no,Rock,yes,no,no,,,no
A56,atrazine,1x,5,1,0,no,Rock,yes,no,no,,,no
A56,atrazine,1x,6,7,1,yes,Rock,yes,no,no,,,no
A56,atrazine,1x,7,1,0,no,Rock,yes,no,no,,,no
A56,atrazine,1x,8,1,0,no,Rock,yes,no,no,,,no
A57,atrazine,1x,1,1,0,no,Rock,yes,yes,no,,,no
A57,atrazine,1x,2,1,0,no,Rock,yes,yes,no,,,no
A57,atrazine,1x,3,1,0,no,Rock,yes,yes,no,,,no
A57,atrazine,1x,4,1,0,no,Rock,yes,yes,no,,,no
A57,atrazine,1x,5,1,0,no,Rock,yes,yes,no,,,no
A57,atrazine,1x,6,1,0,no,Rock,yes,yes,no,,,no
A58,atrazine,1x,1,2,0,no,Rock,yes,yes,no,,,no
A58,atrazine,1x,2,1,0,no,Rock,yes,yes,no,,,no
A58,atrazine,1x,3,1,0,no,Rock,yes,yes,no,,,no
A58,atrazine,1x,4,1,0,no,Rock,yes,yes,no,,,no
A58,atrazine,1x,5,1,0,no,Rock,yes,yes,no,,,no
A58,atrazine,1x,6,1,0,no,Rock,yes,yes,no,,,no
A58,atrazine,1x,7,1,0,no,Rock,yes,yes,no,,,no
A58,atrazine,1x,8,1,0,no,Rock,yes,yes,no,,,no
A61,atrazine,1x,1,1,0,no,Green,yes,no,no,,,no
A61,atrazine,1x,2,1,0,no,Green,yes,no,no,,,no
A61,atrazine,1x,3,1,0,no,Green,yes,no,no,,,no
A61,atrazine,1x,4,1,0,no,Green,yes,no,no,,,no
A61,atrazine,1x,5,1,0,no,Green,yes,no,no,,,no
A61,atrazine,1x,6,1,0,no,Green,yes,no,no,,,no
A61,atrazine,1x,7,1,0,no,Green,yes,no,no,,,no
A61,atrazine,1x,8,1,0,no,Green,yes,no,no,,,no
A62,atrazine,1x,1,1,0,no,Rock,yes,no,no,,,no
A62,atrazine,1x,2,1,0,no,Rock,yes,no,no,,,no
A62,atrazine,1x,3,1,0,no,Rock,yes,no,no,,,no
A62,atrazine,1x,4,1,0,no,Rock,yes,no,no,,,no
A63,atrazine,1x,1,1,0,no,Green,yes,yes,no,,,no
A63,atrazine,1x,2,1,0,no,Green,yes,yes,no,,,no
A63,atrazine,1x,3,1,0,no,Green,yes,yes,no,,,no
A63,atrazine,1x,4,1,0,no,Green,yes,yes,no,,,no
A63,atrazine,1x,5,1,0,no,Green,yes,yes,no,,,no
A63,atrazine,1x,6,1,0,no,Green,yes,yes,no,,,no
A63,atrazine,1x,7,1,0,no,Green,yes,yes,no,,,no
A63,atrazine,1x,8,1,0,no,Green,yes,yes,no,,,no
A64,atrazine,1x,1,1,0,no,Rock,yes,no,no,,,no
A64,atrazine,1x,2,1,0,no,Rock,yes,no,no,,,no
A64,atrazine,1x,3,1,0,no,Rock,yes,no,no,,,no
A64,atrazine,1x,4,1,0,no,Rock,yes,no,no,,,no
A64,atrazine,1x,5,1,0,no,Rock,yes,no,no,,,no
A64,atrazine,1x,6,1,0,no,Rock,yes,no,no,,,no
A64,atrazine,1x,7,1,0,no,Rock,yes,no,no,,,no
A64,atrazine,1x,8,1,0,no,Rock,yes,no,no,,,no
A66,atrazine,1x,1,1,0,no,Grant,yes,yes,yes,,,no
A66,atrazine,1x,2,1,0,no,Grant,yes,yes,yes,,,no
A66,atrazine,1x,3,1,0,no,Grant,yes,yes,yes,,,no
A66,atrazine,1x,4,1,0,no,Grant,yes,yes,yes,,,no
A66,atrazine,1x,5,9,1,yes,Grant,yes,yes,yes,,,no
A66,atrazine,1x,6,8,1,yes,Grant,yes,yes,yes,,,no
A66,atrazine,1x,7,8,1,yes,Grant,yes,yes,yes,,,no
A66,atrazine,1x,8,7,1,yes,Grant,yes,yes,yes,,,no
A67,atrazine,1x,1,7,1,yes,Found du Lac,yes,no,no,,,no
A67,atrazine,1x,2,1,0,no,Found du Lac,yes,no,no,,,no
A67,atrazine,1x,3,1,0,no,Found du Lac,yes,no,no,,,no
A67,atrazine,1x,4,1,0,no,Found du Lac,yes,no,no,,,no
A67,atrazine,1x,5,1,0,no,Found du Lac,yes,no,no,,,no
A67,atrazine,1x,6,1,0,no,Found du Lac,yes,no,no,,,no
A67,atrazine,1x,7,1,0,no,Found du Lac,yes,no,no,,,no
A67,atrazine,1x,8,1,0,no,Found du Lac,yes,no,no,,,no
A68,atrazine,1x,1,1,0,no,Calumet,yes,yes,yes,,,no
A68,atrazine,1x,2,1,0,no,Calumet,yes,yes,yes,,,no
A68,atrazine,1x,3,1,0,no,Calumet,yes,yes,yes,,,no
A68,atrazine,1x,4,1,0,no,Calumet,yes,yes,yes,,,no
A68,atrazine,1x,5,1,0,no,Calumet,yes,yes,yes,,,no
A68,atrazine,1x,6,1,0,no,Calumet,yes,yes,yes,,,no
A68,atrazine,1x,7,1,0,no,Calumet,yes,yes,yes,,,no
A68,atrazine,1x,8,7,1,yes,Calumet,yes,yes,yes,,,no
A69,atrazine,1x,1,1,0,no,Found du Lac,yes,no,no,,,no
A69,atrazine,1x,2,1,0,no,Found du Lac,yes,no,no,,,no
A69,atrazine,1x,3,1,0,no,Found du Lac,yes,no,no,,,no
A69,atrazine,1x,4,1,0,no,Found du Lac,yes,no,no,,,no
A69,atrazine,1x,5,1,0,no,Found du Lac,yes,no,no,,,no
A69,atrazine,1x,6,3,0,no,Found du Lac,yes,no,no,,,no
A69,atrazine,1x,7,1,0,no,Found du Lac,yes,no,no,,,no
A69,atrazine,1x,8,8,1,yes,Found du Lac,yes,no,no,,,no
A70,atrazine,1x,1,2,0,no,Monroe,yes,no,no,,,yes
A70,atrazine,1x,2,7,1,yes,Monroe,yes,no,no,,,yes
A70,atrazine,1x,3,1,0,no,Monroe,yes,no,no,,,yes
A70,atrazine,1x,4,1,0,no,Monroe,yes,no,no,,,yes
A70,atrazine,1x,5,1,0,no,Monroe,yes,no,no,,,yes
A70,atrazine,1x,6,1,0,no,Monroe,yes,no,no,,,yes
A70,atrazine,1x,7,1,0,no,Monroe,yes,no,no,,,yes
A70,atrazine,1x,8,3,0,no,Monroe,yes,no,no,,,yes
A75,atrazine,1x,1,1,0,no,Found du Lac,yes,no,no,,,yes
A75,atrazine,1x,2,1,0,no,Found du Lac,yes,no,no,,,yes
A75,atrazine,1x,3,1,0,no,Found du Lac,yes,no,no,,,yes
A75,atrazine,1x,4,1,0,no,Found du Lac,yes,no,no,,,yes
A75,atrazine,1x,5,1,0,no,Found du Lac,yes,no,no,,,yes
A75,atrazine,1x,6,1,0,no,Found du Lac,yes,no,no,,,yes
A75,atrazine,1x,7,1,0,no,Found du Lac,yes,no,no,,,yes
A75,atrazine,1x,8,1,0,no,Found du Lac,yes,no,no,,,yes
A76,atrazine,1x,1,1,0,no,Found du Lac,yes,no,no,,,yes
A76,atrazine,1x,2,1,0,no,Found du Lac,yes,no,no,,,yes
A76,atrazine,1x,3,1,0,no,Found du Lac,yes,no,no,,,yes
A76,atrazine,1x,4,1,0,no,Found du Lac,yes,no,no,,,yes
A76,atrazine,1x,5,1,0,no,Found du Lac,yes,no,no,,,yes
A76,atrazine,1x,6,1,0,no,Found du Lac,yes,no,no,,,yes
A76,atrazine,1x,7,1,0,no,Found du Lac,yes,no,no,,,yes
A76,atrazine,1x,8,2,0,no,Found du Lac,yes,no,no,,,yes
A77,atrazine,1x,1,1,0,no,Found du Lac,yes,yes,no,,,yes
A77,atrazine,1x,2,8,1,yes,Found du Lac,yes,yes,no,,,yes
A77,atrazine,1x,3,1,0,no,Found du Lac,yes,yes,no,,,yes
A77,atrazine,1x,4,1,0,no,Found du Lac,yes,yes,no,,,yes
A77,atrazine,1x,5,1,0,no,Found du Lac,yes,yes,no,,,yes
A77,atrazine,1x,6,3,0,no,Found du Lac,yes,yes,no,,,yes
A77,atrazine,1x,7,1,0,no,Found du Lac,yes,yes,no,,,yes
A77,atrazine,1x,8,7,1,yes,Found du Lac,yes,yes,no,,,yes
A78,atrazine,1x,1,1,0,no,,yes,yes,no,,,no
A78,atrazine,1x,2,1,0,no,,yes,yes,no,,,no
A78,atrazine,1x,3,1,0,no,,yes,yes,no,,,no
A78,atrazine,1x,4,1,0,no,,yes,yes,no,,,no
A78,atrazine,1x,5,1,0,no,,yes,yes,no,,,no
A78,atrazine,1x,6,1,0,no,,yes,yes,no,,,no
A78,atrazine,1x,7,1,0,no,,yes,yes,no,,,no
A78,atrazine,1x,8,1,0,no,,yes,yes,no,,,no
A79,atrazine,1x,1,1,0,no,,yes,yes,no,,,no
A79,atrazine,1x,2,1,0,no,,yes,yes,no,,,no
A79,atrazine,1x,3,1,0,no,,yes,yes,no,,,no
A79,atrazine,1x,4,1,0,no,,yes,yes,no,,,no
A79,atrazine,1x,5,1,0,no,,yes,yes,no,,,no
A79,atrazine,1x,6,1,0,no,,yes,yes,no,,,no
A79,atrazine,1x,7,1,0,no,,yes,yes,no,,,no
A79,atrazine,1x,8,1,0,no,,yes,yes,no,,,no
A80,atrazine,1x,1,1,0,no,,yes,yes,no,,,no
A80,atrazine,1x,2,1,0,no,,yes,yes,no,,,no
A80,atrazine,1x,3,1,0,no,,yes,yes,no,,,no
A80,atrazine,1x,4,1,0,no,,yes,yes,no,,,no
A80,atrazine,1x,5,1,0,no,,yes,yes,no,,,no
A80,atrazine,1x,6,1,0,no,,yes,yes,no,,,no
A80,atrazine,1x,7,1,0,no,,yes,yes,no,,,no
A80,atrazine,1x,8,1,0,no,,yes,yes,no,,,no
A81,atrazine,1x,1,1,0,no,,yes,yes,no,,,yes
A81,atrazine,1x,2,1,0,no,,yes,yes,no,,,yes
A81,atrazine,1x,3,1,0,no,,yes,yes,no,,,yes
A81,atrazine,1x,4,1,0,no,,yes,yes,no,,,yes
A81,atrazine,1x,5,1,0,no,,yes,yes,no,,,yes
A81,atrazine,1x,6,1,0,no,,yes,yes,no,,,yes
A81,atrazine,1x,7,1,0,no,,yes,yes,no,,,yes
A81,atrazine,1x,8,1,0,no,,yes,yes,no,,,yes
A82,atrazine,1x,1,1,0,no,Chippewa,yes,yes,no,,,yes
A82,atrazine,1x,2,1,0,no,Chippewa,yes,yes,no,,,yes
A82,atrazine,1x,3,1,0,no,Chippewa,yes,yes,no,,,yes
A82,atrazine,1x,4,1,0,no,Chippewa,yes,yes,no,,,yes
A82,atrazine,1x,5,8,1,yes,Chippewa,yes,yes,no,,,yes
A82,atrazine,1x,6,7,1,yes,Chippewa,yes,yes,no,,,yes
A82,atrazine,1x,7,1,0,no,Chippewa,yes,yes,no,,,yes
A82,atrazine,1x,8,1,0,no,Chippewa,yes,yes,no,,,yes
A83,atrazine,1x,1,1,0,no,Winnebago,yes,no,no,,,no
A83,atrazine,1x,2,1,0,no,Winnebago,yes,no,no,,,no
A83,atrazine,1x,3,1,0,no,Winnebago,yes,no,no,,,no
A83,atrazine,1x,4,1,0,no,Winnebago,yes,no,no,,,no
A83,atrazine,1x,5,1,0,no,Winnebago,yes,no,no,,,no
A83,atrazine,1x,6,1,0,no,Winnebago,yes,no,no,,,no
A83,atrazine,1x,7,1,0,no,Winnebago,yes,no,no,,,no
A83,atrazine,1x,8,1,0,no,Winnebago,yes,no,no,,,no
A84,atrazine,1x,1,1,0,no,Pierce,yes,no,no,,,no
A84,atrazine,1x,2,1,0,no,Pierce,yes,no,no,,,no
A84,atrazine,1x,3,1,0,no,Pierce,yes,no,no,,,no
A84,atrazine,1x,4,9,1,yes,Pierce,yes,no,no,,,no
A84,atrazine,1x,5,1,0,no,Pierce,yes,no,no,,,no
A84,atrazine,1x,6,1,0,no,Pierce,yes,no,no,,,no
A84,atrazine,1x,7,1,0,no,Pierce,yes,no,no,,,no
A84,atrazine,1x,8,1,0,no,Pierce,yes,no,no,,,no
A88,atrazine,1x,1,1,0,no,,yes,yes,no,,,no
A88,atrazine,1x,2,1,0,no,,yes,yes,no,,,no
A88,atrazine,1x,3,1,0,no,,yes,yes,no,,,no
A88,atrazine,1x,4,5,1,yes,,yes,yes,no,,,no
A88,atrazine,1x,5,9,1,yes,,yes,yes,no,,,no
A88,atrazine,1x,6,1,0,no,,yes,yes,no,,,no
A88,atrazine,1x,7,1,0,no,,yes,yes,no,,,no
A88,atrazine,1x,8,1,0,no,,yes,yes,no,,,no
A89,atrazine,1x,1,1,0,no,Sheboygan,yes,yes,no,,,no
A89,atrazine,1x,2,1,0,no,Sheboygan,yes,yes,no,,,no
A89,atrazine,1x,3,1,0,no,Sheboygan,yes,yes,no,,,no
A89,atrazine,1x,4,1,0,no,Sheboygan,yes,yes,no,,,no
A89,atrazine,1x,5,1,0,no,Sheboygan,yes,yes,no,,,no
A91,atrazine,1x,1,7,1,yes,Chippewa,yes,yes,yes,,,yes
A91,atrazine,1x,2,1,0,no,Chippewa,yes,yes,yes,,,yes
A91,atrazine,1x,3,2,0,no,Chippewa,yes,yes,yes,,,yes
A91,atrazine,1x,4,1,0,no,Chippewa,yes,yes,yes,,,yes
A91,atrazine,1x,5,1,0,no,Chippewa,yes,yes,yes,,,yes
A91,atrazine,1x,6,1,0,no,Chippewa,yes,yes,yes,,,yes
A91,atrazine,1x,7,1,0,no,Chippewa,yes,yes,yes,,,yes
A91,atrazine,1x,8,1,0,no,Chippewa,yes,yes,yes,,,yes
