run,pop,herb,order,rate,rep,count,biomass
2,A11,mesotrione,6,0.5x,3,0,0
2,A11,mesotrione,6,0.5x,4,0,0
2,A11,fomesafen,3,1x,1,0,0
2,A11,fomesafen,3,1x,2,0,0
2,A11,fomesafen,3,1x,3,0,0
2,A11,fomesafen,3,1x,4,0,0
2,A11,s-metolachlor,5,1x,1,0,0
2,A11,s-metolachlor,5,1x,2,0,0
2,A11,s-metolachlor,5,1x,3,0,0
2,A11,s-metolachlor,5,1x,4,0,0
2,A11,mesotrione,6,1x,1,0,0
2,A11,mesotrione,6,1x,2,0,0
2,A11,mesotrione,6,1x,3,0,0
2,A11,mesotrione,6,1x,4,0,0
2,A11,fomesafen,3,3x,1,0,0
2,A11,fomesafen,3,3x,2,0,0
2,A11,fomesafen,3,3x,3,0,0
2,A11,fomesafen,3,3x,4,0,0
2,A11,s-metolachlor,5,3x,1,0,0
2,A11,s-metolachlor,5,3x,2,0,0
2,A11,s-metolachlor,5,3x,3,0,0
2,A11,s-metolachlor,5,3x,4,0,0
2,A11,mesotrione,6,3x,1,0,0
2,A11,mesotrione,6,3x,2,0,0
2,A11,mesotrione,6,3x,3,0,0
2,A11,mesotrione,6,3x,4,0,0
2,A15,control,1,0.5x,1,20,0.942
2,A15,control,1,0.5x,2,16,0.5715
2,A15,control,1,0.5x,3,21,0.6606
2,A15,control,1,0.5x,4,5,0.6824
2,A15,control,1,1x,1,20,0.942
2,A15,control,1,1x,2,16,0.5715
2,A15,control,1,1x,3,21,0.6606
2,A15,control,1,1x,4,5,0.6824
2,A15,control,1,3x,1,20,0.942
2,A15,control,1,3x,2,16,0.5715
2,A15,control,1,3x,3,21,0.6606
2,A15,control,1,3x,4,5,0.6824
2,A15,fomesafen,3,0.5x,1,0,0
2,A15,fomesafen,3,0.5x,2,0,0
2,A15,fomesafen,3,0.5x,3,0,0
2,A15,fomesafen,3,0.5x,4,1,0.0042
2,A15,s-metolachlor,5,0.5x,1,0,0
2,A15,s-metolachlor,5,0.5x,2,0,0
2,A15,s-metolachlor,5,0.5x,3,0,0
2,A15,s-metolachlor,5,0.5x,4,0,0
2,A15,mesotrione,6,0.5x,1,0,0
2,A15,mesotrione,6,0.5x,2,0,0
2,A15,mesotrione,6,0.5x,3,0,0
2,A15,mesotrione,6,0.5x,4,0,0
2,A15,fomesafen,3,1x,1,0,0
2,A15,fomesafen,3,1x,2,0,0
2,A15,fomesafen,3,1x,3,0,0
2,A15,fomesafen,3,1x,4,0,0
2,A15,s-metolachlor,5,1x,1,0,0
2,A15,s-metolachlor,5,1x,2,0,0
2,A15,s-metolachlor,5,1x,3,0,0
2,A15,s-metolachlor,5,1x,4,0,0
2,A15,mesotrione,6,1x,1,0,0
2,A15,mesotrione,6,1x,2,0,0
2,A15,mesotrione,6,1x,3,0,0
2,A15,mesotrione,6,1x,4,0,0
2,A15,fomesafen,3,3x,1,0,0
2,A15,fomesafen,3,3x,2,0,0
2,A15,fomesafen,3,3x,3,0,0
2,A15,fomesafen,3,3x,4,0,0
2,A15,s-metolachlor,5,3x,1,0,0
2,A15,s-metolachlor,5,3x,2,0,0
2,A15,s-metolachlor,5,3x,3,0,0
2,A15,s-metolachlor,5,3x,4,0,0
2,A15,mesotrione,6,3x,1,0,0
2,A15,mesotrione,6,3x,2,0,0
2,A15,mesotrione,6,3x,3,0,0
2,A15,mesotrione,6,3x,4,0,0
2,A17,control,1,0.5x,1,13,0.9114
2,A17,control,1,0.5x,2,62,1.2754
2,A17,control,1,0.5x,3,16,0.9302
2,A17,control,1,0.5x,4,10,0.9331
2,A17,control,1,1x,1,13,0.9114
2,A17,control,1,1x,2,62,1.2754
2,A17,control,1,1x,3,16,0.9302
2,A17,control,1,1x,4,10,0.9331
2,A17,control,1,3x,1,13,0.9114
2,A17,control,1,3x,2,62,1.2754
2,A17,control,1,3x,3,16,0.9302
2,A17,control,1,3x,4,10,0.9331
2,A17,fomesafen,3,0.5x,1,2,0.0256
2,A17,fomesafen,3,0.5x,2,11,0.151
2,A17,fomesafen,3,0.5x,3,0,0
2,A17,fomesafen,3,0.5x,4,1,0.004
2,A17,s-metolachlor,5,0.5x,1,0,0
2,A17,s-metolachlor,5,0.5x,2,1,0.0071
2,A17,s-metolachlor,5,0.5x,3,0,0
2,A17,s-metolachlor,5,0.5x,4,0,0
2,A17,mesotrione,6,0.5x,1,0,0
2,A17,mesotrione,6,0.5x,2,0,0
2,A17,mesotrione,6,0.5x,3,0,0
2,A17,mesotrione,6,0.5x,4,0,0
2,A17,fomesafen,3,1x,1,1,0.0095
2,A17,fomesafen,3,1x,2,0,0
2,A17,fomesafen,3,1x,3,0,0
2,A17,fomesafen,3,1x,4,0,0
2,A17,s-metolachlor,5,1x,1,0,0
2,A17,s-metolachlor,5,1x,2,0,0
2,A17,s-metolachlor,5,1x,3,0,0
2,A17,s-metolachlor,5,1x,4,0,0
2,A17,mesotrione,6,1x,1,0,0
2,A17,mesotrione,6,1x,2,0,0
2,A17,mesotrione,6,1x,3,0,0
2,A17,mesotrione,6,1x,4,0,0
2,A17,fomesafen,3,3x,1,0,0
2,A17,fomesafen,3,3x,2,0,0
2,A17,fomesafen,3,3x,3,0,0
2,A17,fomesafen,3,3x,4,0,0
2,A17,s-metolachlor,5,3x,1,0,0
2,A17,s-metolachlor,5,3x,2,0,0
2,A17,s-metolachlor,5,3x,3,0,0
2,A17,s-metolachlor,5,3x,4,0,0
2,A17,mesotrione,6,3x,1,0,0
2,A17,mesotrione,6,3x,2,0,0
2,A17,mesotrione,6,3x,3,0,0
2,A17,mesotrione,6,3x,4,0,0
2,A18,control,1,0.5x,1,4,1.0835
2,A18,control,1,0.5x,2,8,0.4696
2,A18,control,1,0.5x,3,12,0.7216
2,A18,control,1,0.5x,4,6,0.6322
2,A18,control,1,1x,1,4,1.0835
2,A18,control,1,1x,2,8,0.4696
2,A18,control,1,1x,3,12,0.7216
2,A18,control,1,1x,4,6,0.6322
2,A18,control,1,3x,1,4,1.0835
2,A18,control,1,3x,2,8,0.4696
2,A18,control,1,3x,3,12,0.7216
2,A18,control,1,3x,4,6,0.6322
2,A18,fomesafen,3,0.5x,1,1,0.0028
2,A18,fomesafen,3,0.5x,2,0,0
2,A18,fomesafen,3,0.5x,3,1,0.0032
2,A18,fomesafen,3,0.5x,4,0,0
2,A18,s-metolachlor,5,0.5x,1,0,0
2,A18,s-metolachlor,5,0.5x,2,0,0
2,A18,s-metolachlor,5,0.5x,3,0,0
2,A18,s-metolachlor,5,0.5x,4,0,0
2,A18,mesotrione,6,0.5x,1,0,0
2,A18,mesotrione,6,0.5x,2,0,0
2,A18,mesotrione,6,0.5x,3,0,0
2,A18,mesotrione,6,0.5x,4,0,0
2,A18,fomesafen,3,1x,1,0,0
2,A18,fomesafen,3,1x,2,0,0
2,A18,fomesafen,3,1x,3,0,0
2,A18,fomesafen,3,1x,4,0,0
2,A18,s-metolachlor,5,1x,1,0,0
2,A18,s-metolachlor,5,1x,2,0,0
2,A18,s-metolachlor,5,1x,3,0,0
2,A18,s-metolachlor,5,1x,4,0,0
2,A18,mesotrione,6,1x,1,0,0
2,A18,mesotrione,6,1x,2,0,0
2,A18,mesotrione,6,1x,3,0,0
2,A18,mesotrione,6,1x,4,0,0
2,A18,fomesafen,3,3x,1,0,0
2,A18,fomesafen,3,3x,2,0,0
2,A18,fomesafen,3,3x,3,0,0
2,A18,fomesafen,3,3x,4,0,0
2,A18,s-metolachlor,5,3x,1,0,0
2,A18,s-metolachlor,5,3x,2,0,0
2,A18,s-metolachlor,5,3x,3,0,0
2,A18,s-metolachlor,5,3x,4,0,0
2,A18,mesotrione,6,3x,1,0,0
2,A18,mesotrione,6,3x,2,0,0
2,A18,mesotrione,6,3x,3,0,0
2,A18,mesotrione,6,3x,4,0,0
2,A20,control,1,0.5x,1,33,1.3966
2,A20,control,1,0.5x,2,31,0.6262
2,A20,control,1,0.5x,3,11,0.3408
2,A20,control,1,0.5x,4,22,1.2414
2,A20,control,1,1x,1,33,1.3966
2,A20,control,1,1x,2,31,0.6262
2,A20,control,1,1x,3,11,0.3408
2,A20,control,1,1x,4,22,1.2414
2,A20,control,1,3x,1,33,1.3966
2,A20,control,1,3x,2,31,0.6262
2,A20,control,1,3x,3,11,0.3408
2,A20,control,1,3x,4,22,1.2414
2,A20,fomesafen,3,0.5x,1,7,0.1577
2,A20,fomesafen,3,0.5x,2,4,0.1269
2,A20,fomesafen,3,0.5x,3,4,0.0589
2,A20,fomesafen,3,0.5x,4,9,0.673
2,A20,s-metolachlor,5,0.5x,1,2,0.0263
2,A20,s-metolachlor,5,0.5x,2,0,0
2,A20,s-metolachlor,5,0.5x,3,4,0.1264
2,A20,s-metolachlor,5,0.5x,4,0,0
2,A20,mesotrione,6,0.5x,1,6,0.0361
2,A20,mesotrione,6,0.5x,2,4,0.1035
2,A20,mesotrione,6,0.5x,3,0,0
2,A20,mesotrione,6,0.5x,4,9,0.2174
2,A20,fomesafen,3,1x,1,5,0.1071
2,A20,fomesafen,3,1x,2,4,0.0706
2,A20,fomesafen,3,1x,3,6,0.0625
2,A20,fomesafen,3,1x,4,7,0.0726
2,A20,s-metolachlor,5,1x,1,0,0
2,A20,s-metolachlor,5,1x,2,0,0
2,A20,s-metolachlor,5,1x,3,0,0
2,A20,s-metolachlor,5,1x,4,1,0.014
2,A20,mesotrione,6,1x,1,0,0
2,A20,mesotrione,6,1x,2,0,0
2,A20,mesotrione,6,1x,3,0,0
2,A20,mesotrione,6,1x,4,0,0
2,A20,fomesafen,3,3x,1,0,0
2,A20,fomesafen,3,3x,2,1,0.0032
2,A20,fomesafen,3,3x,3,2,0.0092
2,A20,fomesafen,3,3x,4,5,0.0063
2,A20,s-metolachlor,5,3x,1,0,0
2,A20,s-metolachlor,5,3x,2,0,0
2,A20,s-metolachlor,5,3x,3,0,0
2,A20,s-metolachlor,5,3x,4,0,0
2,A20,mesotrione,6,3x,1,0,0
2,A20,mesotrione,6,3x,2,0,0
2,A20,mesotrione,6,3x,3,0,0
2,A20,mesotrione,6,3x,4,0,0
2,A22,control,1,0.5x,1,9,0.6012
2,A22,control,1,0.5x,2,5,0.4929
2,A22,control,1,0.5x,3,11,0.6876
2,A22,control,1,0.5x,4,18,
2,A22,control,1,1x,1,9,0.6012
2,A22,control,1,1x,2,5,0.4929
2,A22,control,1,1x,3,11,0.6876
2,A22,control,1,1x,4,18,
2,A22,control,1,3x,1,9,0.6012
2,A22,control,1,3x,2,5,0.4929
2,A22,control,1,3x,3,11,0.6876
2,A22,control,1,3x,4,18,
2,A22,fomesafen,3,0.5x,1,0,0
2,A22,fomesafen,3,0.5x,2,0,0
2,A22,fomesafen,3,0.5x,3,1,0.0766
2,A22,fomesafen,3,0.5x,4,0,0
2,A22,s-metolachlor,5,0.5x,1,0,0
2,A22,s-metolachlor,5,0.5x,2,0,0
2,A22,s-metolachlor,5,0.5x,3,0,0
2,A22,s-metolachlor,5,0.5x,4,0,0
2,A22,mesotrione,6,0.5x,1,0,0
2,A22,mesotrione,6,0.5x,2,0,0
2,A22,mesotrione,6,0.5x,3,0,0
2,A22,mesotrione,6,0.5x,4,0,0
2,A22,fomesafen,3,1x,1,0,0
2,A22,fomesafen,3,1x,2,0,0
2,A22,fomesafen,3,1x,3,0,0
2,A22,fomesafen,3,1x,4,1,0.0036
2,A22,s-metolachlor,5,1x,1,0,0
2,A22,s-metolachlor,5,1x,2,0,0
2,A22,s-metolachlor,5,1x,3,0,0
2,A22,s-metolachlor,5,1x,4,0,0
2,A22,mesotrione,6,1x,1,0,0
2,A22,mesotrione,6,1x,2,0,0
2,A22,mesotrione,6,1x,3,0,0
2,A22,mesotrione,6,1x,4,0,0
2,A22,fomesafen,3,3x,1,0,0
2,A22,fomesafen,3,3x,2,0,0
2,A22,fomesafen,3,3x,3,0,0
2,A22,fomesafen,3,3x,4,0,0
2,A22,s-metolachlor,5,3x,1,0,0
2,A22,s-metolachlor,5,3x,2,0,0
2,A22,s-metolachlor,5,3x,3,0,0
2,A22,s-metolachlor,5,3x,4,0,0
2,A22,mesotrione,6,3x,1,0,0
2,A22,mesotrione,6,3x,2,0,0
2,A22,mesotrione,6,3x,3,0,0
2,A22,mesotrione,6,3x,4,0,0
2,A23,control,1,0.5x,1,52,1.3956
2,A23,control,1,0.5x,2,10,0.7652
2,A23,control,1,0.5x,3,20,1.4059
2,A23,control,1,0.5x,4,11,0.6024
2,A23,control,1,1x,1,52,1.3956
2,A23,control,1,1x,2,10,0.7652
2,A23,control,1,1x,3,20,1.4059
2,A23,control,1,1x,4,11,0.6024
2,A23,control,1,3x,1,52,1.3956
2,A23,control,1,3x,2,10,0.7652
2,A23,control,1,3x,3,20,1.4059
2,A23,control,1,3x,4,11,0.6024
2,A23,fomesafen,3,0.5x,1,3,0.0647
2,A23,fomesafen,3,0.5x,2,1,0.0061
2,A23,fomesafen,3,0.5x,3,1,0.0026
2,A23,fomesafen,3,0.5x,4,3,0.0172
2,A23,s-metolachlor,5,0.5x,1,0,0
2,A23,s-metolachlor,5,0.5x,2,0,0
2,A23,s-metolachlor,5,0.5x,3,0,0
2,A23,s-metolachlor,5,0.5x,4,0,0
2,A23,mesotrione,6,0.5x,1,0,0
2,A23,mesotrione,6,0.5x,2,0,0
2,A23,mesotrione,6,0.5x,3,0,0
2,A23,mesotrione,6,0.5x,4,0,0
2,A23,fomesafen,3,1x,1,1,0.0051
2,A23,fomesafen,3,1x,2,0,0
2,A23,fomesafen,3,1x,3,1,0.0126
2,A23,fomesafen,3,1x,4,2,0.0048
2,A23,s-metolachlor,5,1x,1,0,0
2,A23,s-metolachlor,5,1x,2,0,0
2,A23,s-metolachlor,5,1x,3,0,0
2,A23,s-metolachlor,5,1x,4,0,0
2,A23,mesotrione,6,1x,1,0,0
2,A23,mesotrione,6,1x,2,0,0
2,A23,mesotrione,6,1x,3,0,0
2,A23,mesotrione,6,1x,4,0,0
2,A23,fomesafen,3,3x,1,0,0
2,A23,fomesafen,3,3x,2,0,0
2,A23,fomesafen,3,3x,3,0,0
2,A23,fomesafen,3,3x,4,0,0
2,A23,s-metolachlor,5,3x,1,0,0
2,A23,s-metolachlor,5,3x,2,0,0
2,A23,s-metolachlor,5,3x,3,0,0
2,A23,s-metolachlor,5,3x,4,0,0
2,A23,mesotrione,6,3x,1,0,0
2,A23,mesotrione,6,3x,2,0,0
2,A23,mesotrione,6,3x,3,0,0
2,A23,mesotrione,6,3x,4,0,0
2,A27,control,1,0.5x,1,14,1.3619
2,A27,control,1,0.5x,2,5,0.5989
2,A27,control,1,0.5x,3,16,1.0096
2,A27,control,1,0.5x,4,9,1.0722
2,A27,control,1,1x,1,14,1.3619
2,A27,control,1,1x,2,5,0.5989
2,A27,control,1,1x,3,16,1.0096
2,A27,control,1,1x,4,9,1.0722
2,A27,control,1,3x,1,14,1.3619
2,A27,control,1,3x,2,5,0.5989
2,A27,control,1,3x,3,16,1.0096
2,A27,control,1,3x,4,9,1.0722
2,A27,fomesafen,3,0.5x,1,0,0
2,A27,fomesafen,3,0.5x,2,1,0.0062
2,A27,fomesafen,3,0.5x,3,0,0
2,A27,fomesafen,3,0.5x,4,0,0
2,A27,s-metolachlor,5,0.5x,1,0,0
2,A27,s-metolachlor,5,0.5x,2,0,0
2,A27,s-metolachlor,5,0.5x,3,0,0
2,A27,s-metolachlor,5,0.5x,4,0,0
2,A27,mesotrione,6,0.5x,1,0,0
2,A27,mesotrione,6,0.5x,2,0,0
2,A27,mesotrione,6,0.5x,3,0,0
2,A27,mesotrione,6,0.5x,4,0,0
2,A27,fomesafen,3,1x,1,1,0.0042
2,A27,fomesafen,3,1x,2,0,0
2,A27,fomesafen,3,1x,3,0,0
2,A27,fomesafen,3,1x,4,0,0
2,A27,s-metolachlor,5,1x,1,0,0
2,A27,s-metolachlor,5,1x,2,0,0
2,A27,s-metolachlor,5,1x,3,0,0
2,A27,s-metolachlor,5,1x,4,0,0
2,A27,mesotrione,6,1x,1,0,0
2,A27,mesotrione,6,1x,2,0,0
2,A27,mesotrione,6,1x,3,0,0
2,A27,mesotrione,6,1x,4,0,0
2,A27,fomesafen,3,3x,1,0,0
2,A27,fomesafen,3,3x,2,0,0
2,A27,fomesafen,3,3x,3,0,0
2,A27,fomesafen,3,3x,4,0,0
2,A27,s-metolachlor,5,3x,1,0,0
2,A27,s-metolachlor,5,3x,2,0,0
2,A27,s-metolachlor,5,3x,3,0,0
2,A27,s-metolachlor,5,3x,4,0,0
2,A27,mesotrione,6,3x,1,0,0
2,A27,mesotrione,6,3x,2,0,0
2,A27,mesotrione,6,3x,3,0,0
2,A27,mesotrione,6,3x,4,0,0
2,A31,control,1,0.5x,1,17,0.46
2,A31,control,1,0.5x,2,13,1.0243
2,A31,control,1,0.5x,3,17,0.4219
2,A31,control,1,0.5x,4,7,0.5017
2,A31,control,1,1x,1,17,0.46
2,A31,control,1,1x,2,13,1.0243
2,A31,control,1,1x,3,17,0.4219
2,A31,control,1,1x,4,7,0.5017
2,A31,control,1,3x,1,17,0.46
2,A31,control,1,3x,2,13,1.0243
2,A31,control,1,3x,3,17,0.4219
2,A31,control,1,3x,4,7,0.5017
2,A31,fomesafen,3,0.5x,1,0,0
2,A31,fomesafen,3,0.5x,2,0,0
2,A31,fomesafen,3,0.5x,3,1,0.0029
2,A31,fomesafen,3,0.5x,4,0,0
2,A31,s-metolachlor,5,0.5x,1,0,0
2,A31,s-metolachlor,5,0.5x,2,0,0
2,A31,s-metolachlor,5,0.5x,3,1,0.0038
2,A31,s-metolachlor,5,0.5x,4,0,0
2,A31,mesotrione,6,0.5x,1,0,0
2,A31,mesotrione,6,0.5x,2,0,0
2,A31,mesotrione,6,0.5x,3,0,0
2,A31,mesotrione,6,0.5x,4,0,0
2,A31,fomesafen,3,1x,1,0,0
2,A31,fomesafen,3,1x,2,0,0
2,A31,fomesafen,3,1x,3,0,0
2,A31,fomesafen,3,1x,4,0,0
2,A31,s-metolachlor,5,1x,1,0,0
2,A31,s-metolachlor,5,1x,2,0,0
2,A31,s-metolachlor,5,1x,3,0,0
2,A31,s-metolachlor,5,1x,4,0,0
2,A31,mesotrione,6,1x,1,0,0
2,A31,mesotrione,6,1x,2,0,0
2,A31,mesotrione,6,1x,3,0,0
2,A31,mesotrione,6,1x,4,0,0
2,A31,fomesafen,3,3x,1,0,0
2,A31,fomesafen,3,3x,2,0,0
2,A31,fomesafen,3,3x,3,0,0
2,A31,fomesafen,3,3x,4,0,0
2,A31,s-metolachlor,5,3x,1,0,0
2,A31,s-metolachlor,5,3x,2,0,0
2,A31,s-metolachlor,5,3x,3,0,0
2,A31,s-metolachlor,5,3x,4,0,0
2,A31,mesotrione,6,3x,1,0,0
2,A31,mesotrione,6,3x,2,0,0
2,A31,mesotrione,6,3x,3,0,0
2,A31,mesotrione,6,3x,4,0,0
2,A34,control,1,0.5x,1,20,1.2162
2,A34,control,1,0.5x,2,20,1.4916
2,A34,control,1,0.5x,3,21,1.2187
2,A34,control,1,0.5x,4,13,1.0357
2,A34,control,1,1x,1,20,1.2162
2,A34,control,1,1x,2,20,1.4916
2,A34,control,1,1x,3,21,1.2187
2,A34,control,1,1x,4,13,1.0357
2,A34,control,1,3x,1,20,1.2162
2,A34,control,1,3x,2,20,1.4916
2,A34,control,1,3x,3,21,1.2187
2,A34,control,1,3x,4,13,1.0357
2,A34,fomesafen,3,0.5x,1,0,0
2,A34,fomesafen,3,0.5x,2,0,0
2,A34,fomesafen,3,0.5x,3,0,0
2,A34,fomesafen,3,0.5x,4,0,0
2,A34,s-metolachlor,5,0.5x,1,0,0
2,A34,s-metolachlor,5,0.5x,2,0,0
2,A34,s-metolachlor,5,0.5x,3,0,0
2,A34,s-metolachlor,5,0.5x,4,0,0
2,A34,mesotrione,6,0.5x,1,0,0
2,A34,mesotrione,6,0.5x,2,0,0
2,A34,mesotrione,6,0.5x,3,0,0
2,A34,mesotrione,6,0.5x,4,0,0
2,A34,fomesafen,3,1x,1,0,0
2,A34,fomesafen,3,1x,2,0,0
2,A34,fomesafen,3,1x,3,0,0
2,A34,fomesafen,3,1x,4,0,0
2,A34,s-metolachlor,5,1x,1,0,0
2,A34,s-metolachlor,5,1x,2,0,0
2,A34,s-metolachlor,5,1x,3,0,0
2,A34,s-metolachlor,5,1x,4,0,0
2,A34,mesotrione,6,1x,1,0,0
2,A34,mesotrione,6,1x,2,0,0
2,A34,mesotrione,6,1x,3,0,0
2,A34,mesotrione,6,1x,4,0,0
2,A34,fomesafen,3,3x,1,0,0
2,A34,fomesafen,3,3x,2,0,0
2,A34,fomesafen,3,3x,3,0,0
2,A34,fomesafen,3,3x,4,0,0
2,A34,s-metolachlor,5,3x,1,0,0
2,A34,s-metolachlor,5,3x,2,0,0
2,A34,s-metolachlor,5,3x,3,0,0
2,A34,s-metolachlor,5,3x,4,0,0
2,A34,mesotrione,6,3x,1,0,0
2,A34,mesotrione,6,3x,2,0,0
2,A34,mesotrione,6,3x,3,0,0
2,A34,mesotrione,6,3x,4,0,0
2,A35,control,1,0.5x,1,20,1.1862
2,A35,control,1,0.5x,2,26,1.5977
2,A35,control,1,0.5x,3,32,0.591
2,A35,control,1,0.5x,4,17,1.0128
2,A35,control,1,1x,1,20,1.1862
2,A35,control,1,1x,2,26,1.5977
2,A35,control,1,1x,3,32,0.591
2,A35,control,1,1x,4,17,1.0128
2,A35,control,1,3x,1,20,1.1862
2,A35,control,1,3x,2,26,1.5977
2,A35,control,1,3x,3,32,0.591
2,A35,control,1,3x,4,17,1.0128
2,A35,fomesafen,3,0.5x,1,0,0
2,A35,fomesafen,3,0.5x,2,0,0
2,A35,fomesafen,3,0.5x,3,0,0
2,A35,fomesafen,3,0.5x,4,2,0.0148
2,A35,s-metolachlor,5,0.5x,1,0,0
2,A35,s-metolachlor,5,0.5x,2,0,0
2,A35,s-metolachlor,5,0.5x,3,0,0
2,A35,s-metolachlor,5,0.5x,4,0,0
2,A35,mesotrione,6,0.5x,1,0,0
2,A35,mesotrione,6,0.5x,2,0,0
2,A35,mesotrione,6,0.5x,3,0,0
2,A35,mesotrione,6,0.5x,4,0,0
2,A35,fomesafen,3,1x,1,0,0
2,A35,fomesafen,3,1x,2,0,0
2,A35,fomesafen,3,1x,3,0,0
2,A35,fomesafen,3,1x,4,0,0
2,A35,s-metolachlor,5,1x,1,0,0
2,A35,s-metolachlor,5,1x,2,0,0
2,A35,s-metolachlor,5,1x,3,0,0
2,A35,s-metolachlor,5,1x,4,0,0
2,A35,mesotrione,6,1x,1,0,0
2,A35,mesotrione,6,1x,2,0,0
2,A35,mesotrione,6,1x,3,0,0
2,A35,mesotrione,6,1x,4,0,0
2,A35,fomesafen,3,3x,1,0,0
2,A35,fomesafen,3,3x,2,0,0
2,A35,fomesafen,3,3x,3,0,0
2,A35,fomesafen,3,3x,4,0,0
2,A35,s-metolachlor,5,3x,1,0,0
2,A35,s-metolachlor,5,3x,2,0,0
2,A35,s-metolachlor,5,3x,3,0,0
2,A35,s-metolachlor,5,3x,4,0,0
2,A35,mesotrione,6,3x,1,0,0
2,A35,mesotrione,6,3x,2,0,0
2,A35,mesotrione,6,3x,3,0,0
2,A35,mesotrione,6,3x,4,0,0
2,A36,control,1,0.5x,1,20,1.562
2,A36,control,1,0.5x,2,51,1.0197
2,A36,control,1,0.5x,3,48,1.2196
2,A36,control,1,0.5x,4,49,0.9627
2,A36,control,1,1x,1,20,1.562
2,A36,control,1,1x,2,51,1.0197
2,A36,control,1,1x,3,48,1.2196
2,A36,control,1,1x,4,49,0.9627
2,A36,control,1,3x,1,20,1.562
2,A36,control,1,3x,2,51,1.0197
2,A36,control,1,3x,3,48,1.2196
2,A36,control,1,3x,4,49,0.9627
2,A36,fomesafen,3,0.5x,1,5,0.0359
2,A36,fomesafen,3,0.5x,2,0,0
2,A36,fomesafen,3,0.5x,3,0,0
2,A36,fomesafen,3,0.5x,4,1,0.0221
2,A36,s-metolachlor,5,0.5x,1,0,0
2,A36,s-metolachlor,5,0.5x,2,0,0
2,A36,s-metolachlor,5,0.5x,3,0,0
2,A36,s-metolachlor,5,0.5x,4,0,0
2,A36,mesotrione,6,0.5x,1,0,0
2,A36,mesotrione,6,0.5x,2,0,0
2,A36,mesotrione,6,0.5x,3,0,0
2,A36,mesotrione,6,0.5x,4,0,0
2,A36,fomesafen,3,1x,1,0,0
2,A36,fomesafen,3,1x,2,0,0
2,A36,fomesafen,3,1x,3,0,0
2,A36,fomesafen,3,1x,4,0,0
2,A36,s-metolachlor,5,1x,1,0,0
2,A36,s-metolachlor,5,1x,2,0,0
2,A36,s-metolachlor,5,1x,3,0,0
2,A36,s-metolachlor,5,1x,4,0,0
2,A36,mesotrione,6,1x,1,0,0
2,A36,mesotrione,6,1x,2,0,0
2,A36,mesotrione,6,1x,3,0,0
2,A36,mesotrione,6,1x,4,0,0
2,A36,fomesafen,3,3x,1,0,0
2,A36,fomesafen,3,3x,2,0,0
2,A36,fomesafen,3,3x,3,0,0
2,A36,fomesafen,3,3x,4,0,0
2,A36,s-metolachlor,5,3x,1,0,0
2,A36,s-metolachlor,5,3x,2,0,0
2,A36,s-metolachlor,5,3x,3,0,0
2,A36,s-metolachlor,5,3x,4,0,0
2,A36,mesotrione,6,3x,1,0,0
2,A36,mesotrione,6,3x,2,0,0
2,A36,mesotrione,6,3x,3,0,0
2,A36,mesotrione,6,3x,4,0,0
2,A37,control,1,0.5x,1,15,1.3274
2,A37,control,1,0.5x,2,19,1.3115
2,A37,control,1,0.5x,3,37,1.135
2,A37,control,1,0.5x,4,16,1.336
2,A37,control,1,1x,1,15,1.3274
2,A37,control,1,1x,2,19,1.3115
2,A37,control,1,1x,3,37,1.135
2,A37,control,1,1x,4,16,1.336
2,A37,control,1,3x,1,15,1.3274
2,A37,control,1,3x,2,19,1.3115
2,A37,control,1,3x,3,37,1.135
2,A37,control,1,3x,4,16,1.336
2,A37,fomesafen,3,0.5x,1,1,0.0094
2,A37,fomesafen,3,0.5x,2,0,0
2,A37,fomesafen,3,0.5x,3,3,0.0375
2,A37,fomesafen,3,0.5x,4,1,0.0077
2,A37,s-metolachlor,5,0.5x,1,0,0
2,A37,s-metolachlor,5,0.5x,2,0,0
2,A37,s-metolachlor,5,0.5x,3,0,0
2,A37,s-metolachlor,5,0.5x,4,0,0
2,A37,mesotrione,6,0.5x,1,0,0
2,A37,mesotrione,6,0.5x,2,0,0
2,A37,mesotrione,6,0.5x,3,0,0
2,A37,mesotrione,6,0.5x,4,0,0
2,A37,fomesafen,3,1x,1,0,0
2,A37,fomesafen,3,1x,2,0,0
2,A37,fomesafen,3,1x,3,0,0
2,A37,fomesafen,3,1x,4,0,0
2,A37,s-metolachlor,5,1x,1,0,0
2,A37,s-metolachlor,5,1x,2,0,0
2,A37,s-metolachlor,5,1x,3,0,0
2,A37,s-metolachlor,5,1x,4,0,0
2,A37,mesotrione,6,1x,1,0,0
2,A37,mesotrione,6,1x,2,0,0
2,A37,mesotrione,6,1x,3,0,0
2,A37,mesotrione,6,1x,4,0,0
2,A37,fomesafen,3,3x,1,0,0
2,A37,fomesafen,3,3x,2,0,0
2,A37,fomesafen,3,3x,3,0,0
2,A37,fomesafen,3,3x,4,0,0
2,A37,s-metolachlor,5,3x,1,0,0
2,A37,s-metolachlor,5,3x,2,0,0
2,A37,s-metolachlor,5,3x,3,0,0
2,A37,s-metolachlor,5,3x,4,0,0
2,A37,mesotrione,6,3x,1,0,0
2,A37,mesotrione,6,3x,2,0,0
2,A37,mesotrione,6,3x,3,0,0
2,A37,mesotrione,6,3x,4,0,0
2,A39,control,1,0.5x,1,59,2.0067
2,A39,control,1,0.5x,2,59,1.4149
2,A39,control,1,0.5x,3,74,1.5977
