run,pop,herb,rate,rep,surv,biomass,bio_red
2,A75,meso+GST,6.5,4,1,0.444,0.83
2,A75,meso+GST,13.1,1,1,0.707,0.73
2,A75,meso+GST,13.1,2,1,0.614,0.77
2,A75,meso+GST,13.1,3,1,0.783,0.71
2,A75,meso+GST,13.1,4,1,0.527,0.8
2,A75,meso+GST,26.3,1,0,0,1
2,A75,meso+GST,26.3,2,1,0.249,0.91
2,A75,meso+GST,26.3,3,1,0.125,0.95
2,A75,meso+GST,26.3,4,1,0.333,0.87
2,A75,meso+GST,53,1,0,0,1
2,A75,meso+GST,53,2,1,0.048,0.98
2,A75,meso+GST,53,3,1,0.158,0.94
2,A75,meso+GST,53,4,0,0,1
2,A75,meso+GST,105.1,1,0,0,1
2,A75,meso+GST,105.1,2,1,0.153,0.94
2,A75,meso+GST,105.1,3,0,0,1
2,A75,meso+GST,105.1,4,0,0,1
2,A75,meso+GST,210.2,1,0,0,1
2,A75,meso+GST,210.2,2,0,0,1
2,A75,meso+GST,210.2,3,0,0,1
2,A75,meso+GST,210.2,4,0,0,1
2,A75,meso+GST,420.4,1,0,0,1
2,A75,meso+GST,420.4,2,0,0,1
2,A75,meso+GST,420.4,3,0,0,1
2,A75,meso+GST,420.4,4,0,0,1
2,A75,meso+GST,840.8,1,0,0,1
2,A75,meso+GST,840.8,2,0,0,1
2,A75,meso+GST,840.8,3,0,0,1
2,A75,meso+GST,840.8,4,0,0,1
2,A75,meso+GST,1681.6,1,0,0,1
2,A75,meso+GST,1681.6,2,0,0,1
2,A75,meso+GST,1681.6,3,0,0,1
2,A75,meso+GST,1681.6,4,0,0,1
