run,pop,herb,rate,rep,surv,biomass
1,A82,meso,0,1,1,3.352
1,A82,meso,0,2,1,2.539
1,A82,meso,0,3,1,1.533
1,A82,meso,0,4,1,2.833
1,A82,meso,1.6,1,1,2.023
1,A82,meso,1.6,2,1,0.963
1,A82,meso,1.6,3,1,2.006
1,A82,meso,1.6,4,1,1.956
1,A82,meso,3.3,1,1,1.627
1,A82,meso,3.3,2,1,1.531
1,A82,meso,3.3,3,1,1.966
1,A82,meso,3.3,4,1,2.056
1,A82,meso,6.5,1,1,2.452
1,A82,meso,6.5,2,1,1.581
1,A82,meso,6.5,3,1,0.986
1,A82,meso,6.5,4,1,0.957
1,A82,meso,13.1,1,1,1.842
1,A82,meso,13.1,2,1,0.623
1,A82,meso,13.1,3,1,2.148
1,A82,meso,13.1,4,1,1.031
1,A82,meso,26.3,1,0,0
1,A82,meso,26.3,2,1,0.026
1,A82,meso,26.3,3,1,0.345
1,A82,meso,26.3,4,1,0.089
1,A82,meso,53,1,1,0.104
1,A82,meso,53,2,1,0.222
1,A82,meso,53,3,0,0
1,A82,meso,53,4,0,0
1,A82,meso,105.1,1,0,0
1,A82,meso,105.1,2,1,0.012
1,A82,meso,105.1,3,0,0
1,A82,meso,105.1,4,0,0
1,A82,meso,210.2,1,0,0
1,A82,meso,210.2,2,0,0
1,A82,meso,210.2,3,0,0
1,A82,meso,210.2,4,0,0
1,A82,meso,420.4,1,0,0
1,A82,meso,420.4,2,0,0
1,A82,meso,420.4,3,0,0
1,A82,meso,420.4,4,0,0
1,A82,meso,840.8,1,0,0
1,A82,meso,840.8,2,0,0
1,A82,meso,840.8,3,0,0
1,A82,meso,840.8,4,0,0
1,A82,meso,1681.6,1,0,0
1,A82,meso,1681.6,2,0,0
1,A82,meso,1681.6,3,0,0
1,A82,meso,1681.6,4,0,0
1,A82,meso+P450,0,1,1,3.152
1,A82,meso+P450,0,2,1,2.985
1,A82,meso+P450,0,3,1,2.742
1,A82,meso+P450,0,4,1,2.994
1,A82,meso+P450,1.6,1,1,1.483
1,A82,meso+P450,1.6,2,1,1.915
1,A82,meso+P450,1.6,3,1,2.076
1,A82,meso+P450,1.6,4,1,1.265
1,A82,meso+P450,3.3,1,1,1.821
1,A82,meso+P450,3.3,2,1,0.82
1,A82,meso+P450,3.3,3,1,1.098
1,A82,meso+P450,3.3,4,1,1.437
1,A82,meso+P450,6.5,1,1,0.806
1,A82,meso+P450,6.5,2,1,1.509
1,A82,meso+P450,6.5,3,1,0.436
1,A82,meso+P450,6.5,4,1,1.663
1,A82,meso+P450,13.1,1,1,0.853
1,A82,meso+P450,13.1,2,1,0.369
1,A82,meso+P450,13.1,3,1,1.088
1,A82,meso+P450,13.1,4,1,0.24
1,A82,meso+P450,26.3,1,0,0
1,A82,meso+P450,26.3,2,0,0
1,A82,meso+P450,26.3,3,0,0
1,A82,meso+P450,26.3,4,1,0.03
1,A82,meso+P450,53,1,0,0
1,A82,meso+P450,53,2,0,0
1,A82,meso+P450,53,3,0,0
1,A82,meso+P450,53,4,0,0
1,A82,meso+P450,105.1,1,0,0
1,A82,meso+P450,105.1,2,0,0
1,A82,meso+P450,105.1,3,0,0
1,A82,meso+P450,105.1,4,1,0.134
1,A82,meso+P450,210.2,1,0,0
1,A82,meso+P450,210.2,2,0,0
1,A82,meso+P450,210.2,3,0,0
1,A82,meso+P450,210.2,4,0,0
1,A82,meso+P450,420.4,1,0,0
1,A82,meso+P450,420.4,2,0,0
1,A82,meso+P450,420.4,3,0,0
1,A82,meso+P450,420.4,4,0,0
1,A82,meso+P450,840.8,1,0,0
1,A82,meso+P450,840.8,2,0,0
1,A82,meso+P450,840.8,3,0,0
1,A82,meso+P450,840.8,4,0,0
1,A82,meso+P450,1681.6,1,0,0
1,A82,meso+P450,1681.6,2,0,0
1,A82,meso+P450,1681.6,3,0,0
1,A82,meso+P450,1681.6,4,0,0
1,A82,meso+GST,0,1,1,4.133
1,A82,meso+GST,0,2,1,3.555
1,A82,meso+GST,0,3,1,0.763
1,A82,meso+GST,0,4,1,3.362
1,A82,meso+GST,1.6,1,1,2.131
1,A82,meso+GST,1.6,2,1,3.503
1,A82,meso+GST,1.6,3,1,2.076
1,A82,meso+GST,1.6,4,1,1.911
1,A82,meso+GST,3.3,1,1,1.503
1,A82,meso+GST,3.3,2,1,1.669
1,A82,meso+GST,3.3,3,1,2.846
1,A82,meso+GST,3.3,4,1,1.653
1,A82,meso+GST,6.5,1,1,0.385
1,A82,meso+GST,6.5,2,1,1.506
1,A82,meso+GST,6.5,3,1,1.988
1,A82,meso+GST,6.5,4,1,1.378
1,A82,meso+GST,13.1,1,1,1.22
1,A82,meso+GST,13.1,2,1,1.39
1,A82,meso+GST,13.1,3,1,0.95
1,A82,meso+GST,13.1,4,1,1.189
1,A82,meso+GST,26.3,1,1,0.651
1,A82,meso+GST,26.3,2,0,0
1,A82,meso+GST,26.3,3,0,0
1,A82,meso+GST,26.3,4,1,0.143
1,A82,meso+GST,53,1,0,0
1,A82,meso+GST,53,2,1,0.215
1,A82,meso+GST,53,3,1,0.178
1,A82,meso+GST,53,4,1,0.296
1,A82,meso+GST,105.1,1,0,0
1,A82,meso+GST,105.1,2,0,0
1,A82,meso+GST,105.1,3,0,0
1,A82,meso+GST,105.1,4,0,0
1,A82,meso+GST,210.2,1,0,0
1,A82,meso+GST,210.2,2,0,0
1,A82,meso+GST,210.2,3,0,0
1,A82,meso+GST,210.2,4,0,0
1,A82,meso+GST,420.4,1,0,0
1,A82,meso+GST,420.4,2,0,0
1,A82,meso+GST,420.4,3,0,0
1,A82,meso+GST,420.4,4,0,0
1,A82,meso+GST,840.8,1,0,0
1,A82,meso+GST,840.8,2,0,0
1,A82,meso+GST,840.8,3,0,0
1,A82,meso+GST,840.8,4,0,0
1,A82,meso+GST,1681.6,1,0,0
1,A82,meso+GST,1681.6,2,0,0
1,A82,meso+GST,1681.6,3,0,0
1,A82,meso+GST,1681.6,4,0,0
2,A82,meso,0,1,1,1.296
2,A82,meso,0,2,1,1.745
2,A82,meso,0,3,1,2.248
2,A82,meso,0,4,1,2.505
2,A82,meso,1.6,1,1,2.018
