run,pop,herb,rate,rep,surv,biomass
1,A20,meso,0,1,1,2.398
1,A20,meso,0,2,1,3.411
1,A20,meso,0,3,1,2.201
1,A20,meso,0,4,1,2.617
1,A20,meso,1.6,1,1,3.106
1,A20,meso,1.6,2,1,1.961
1,A20,meso,1.6,3,1,2.976
1,A20,meso,1.6,4,1,2.527
1,A20,meso,3.3,1,1,2.269
1,A20,meso,3.3,2,1,2.011
1,A20,meso,3.3,3,1,2.85
1,A20,meso,3.3,4,1,2.263
1,A20,meso,6.5,1,1,1.191
1,A20,meso,6.5,2,1,1.666
1,A20,meso,6.5,3,1,1.24
1,A20,meso,6.5,4,1,1.964
1,A20,meso,13.1,1,1,0.863
1,A20,meso,13.1,2,1,1.429
1,A20,meso,13.1,3,1,2.32
1,A20,meso,13.1,4,1,2.19
1,A20,meso,26.3,1,0,0
1,A20,meso,26.3,2,1,0.164
1,A20,meso,26.3,3,0,0
1,A20,meso,26.3,4,1,0.095
1,A20,meso,53,1,1,0.075
1,A20,meso,53,2,0,0
1,A20,meso,53,3,0,0
1,A20,meso,53,4,0,0
1,A20,meso,105.1,1,0,0
1,A20,meso,105.1,2,0,0
1,A20,meso,105.1,3,0,0
1,A20,meso,105.1,4,0,0
1,A20,meso,210.2,1,0,0
1,A20,meso,210.2,2,0,0
1,A20,meso,210.2,3,0,0
1,A20,meso,210.2,4,0,0
1,A20,meso,420.4,1,0,0
1,A20,meso,420.4,2,0,0
1,A20,meso,420.4,3,0,0
1,A20,meso,420.4,4,0,0
1,A20,meso,840.8,1,0,0
1,A20,meso,840.8,2,0,0
1,A20,meso,840.8,3,0,0
1,A20,meso,840.8,4,0,0
1,A20,meso,1681.6,1,0,0
1,A20,meso,1681.6,2,0,0
1,A20,meso,1681.6,3,0,0
1,A20,meso,1681.6,4,0,0
1,A20,meso+P450,0,1,1,2.477
1,A20,meso+P450,0,2,1,2.169
1,A20,meso+P450,0,3,1,2.039
1,A20,meso+P450,0,4,1,2.533
1,A20,meso+P450,1.6,1,1,1.988
1,A20,meso+P450,1.6,2,1,1.787
1,A20,meso+P450,1.6,3,1,2.105
1,A20,meso+P450,1.6,4,1,2.34
1,A20,meso+P450,3.3,1,1,1.916
1,A20,meso+P450,3.3,2,1,2.385
1,A20,meso+P450,3.3,3,1,1.989
1,A20,meso+P450,3.3,4,1,1.77
1,A20,meso+P450,6.5,1,1,2.169
1,A20,meso+P450,6.5,2,1,0.627
1,A20,meso+P450,6.5,3,1,1.99
1,A20,meso+P450,6.5,4,1,1.597
1,A20,meso+P450,13.1,1,1,1.955
1,A20,meso+P450,13.1,2,1,1.418
1,A20,meso+P450,13.1,3,1,1.646
1,A20,meso+P450,13.1,4,1,0.518
1,A20,meso+P450,26.3,1,0,0
1,A20,meso+P450,26.3,2,1,0.834
1,A20,meso+P450,26.3,3,0,0
1,A20,meso+P450,26.3,4,1,0.07
1,A20,meso+P450,53,1,0,0
1,A20,meso+P450,53,2,0,0
1,A20,meso+P450,53,3,0,0
1,A20,meso+P450,53,4,0,0
1,A20,meso+P450,105.1,1,0,0
1,A20,meso+P450,105.1,2,0,0
1,A20,meso+P450,105.1,3,0,0
1,A20,meso+P450,105.1,4,0,0
1,A20,meso+P450,210.2,1,0,0
1,A20,meso+P450,210.2,2,0,0
1,A20,meso+P450,210.2,3,0,0
1,A20,meso+P450,210.2,4,0,0
1,A20,meso+P450,420.4,1,0,0
1,A20,meso+P450,420.4,2,0,0
1,A20,meso+P450,420.4,3,0,0
1,A20,meso+P450,420.4,4,0,0
1,A20,meso+P450,840.8,1,0,0
1,A20,meso+P450,840.8,2,0,0
1,A20,meso+P450,840.8,3,0,0
1,A20,meso+P450,840.8,4,0,0
1,A20,meso+P450,1681.6,1,0,0
1,A20,meso+P450,1681.6,2,0,0
1,A20,meso+P450,1681.6,3,0,0
1,A20,meso+P450,1681.6,4,0,0
1,A20,meso+GST,0,1,1,3.456
1,A20,meso+GST,0,2,1,3.282
1,A20,meso+GST,0,3,1,4.036
1,A20,meso+GST,0,4,1,2.907
1,A20,meso+GST,1.6,1,1,3.116
1,A20,meso+GST,1.6,2,1,0.814
1,A20,meso+GST,1.6,3,1,2.963
1,A20,meso+GST,1.6,4,1,2.659
1,A20,meso+GST,3.3,1,1,2.575
1,A20,meso+GST,3.3,2,1,3.086
1,A20,meso+GST,3.3,3,1,2.377
1,A20,meso+GST,3.3,4,1,2.536
1,A20,meso+GST,6.5,1,1,0.922
1,A20,meso+GST,6.5,2,1,1.28
1,A20,meso+GST,6.5,3,1,2.195
1,A20,meso+GST,6.5,4,1,1.009
1,A20,meso+GST,13.1,1,1,1.422
1,A20,meso+GST,13.1,2,1,0.962
1,A20,meso+GST,13.1,3,1,0.671
1,A20,meso+GST,13.1,4,1,1.607
1,A20,meso+GST,26.3,1,1,0.057
1,A20,meso+GST,26.3,2,1,0.103
1,A20,meso+GST,26.3,3,1,0.153
1,A20,meso+GST,26.3,4,0,0
1,A20,meso+GST,53,1,0,0
1,A20,meso+GST,53,2,0,0
1,A20,meso+GST,53,3,1,0.094
1,A20,meso+GST,53,4,0,0
1,A20,meso+GST,105.1,1,0,0
1,A20,meso+GST,105.1,2,0,0
1,A20,meso+GST,105.1,3,0,0
1,A20,meso+GST,105.1,4,0,0
1,A20,meso+GST,210.2,1,0,0
1,A20,meso+GST,210.2,2,0,0
1,A20,meso+GST,210.2,3,0,0
1,A20,meso+GST,210.2,4,0,0
1,A20,meso+GST,420.4,1,0,0
1,A20,meso+GST,420.4,2,0,0
1,A20,meso+GST,420.4,3,0,0
1,A20,meso+GST,420.4,4,0,0
1,A20,meso+GST,840.8,1,0,0
1,A20,meso+GST,840.8,2,0,0
1,A20,meso+GST,840.8,3,0,0
1,A20,meso+GST,840.8,4,0,0
1,A20,meso+GST,1681.6,1,0,0
1,A20,meso+GST,1681.6,2,0,0
1,A20,meso+GST,1681.6,3,0,0
1,A20,meso+GST,1681.6,4,0,0
2,A20,meso,0,1,1,1.489
2,A20,meso,0,2,1,2.255
2,A20,meso,0,3,1,1.942
2,A20,meso,0,4,1,1.717
2,A20,meso,1.6,1,1,1.164
2,A20,meso,1.6,2,1,1.28
2,A20,meso,1.6,3,1,0.973
2,A20,meso,1.6,4,1,0.942
2,A20,meso,3.3,1,0,0
2,A20,meso,3.3,2,1,0.76
2,A20,meso,3.3,3,1,0.109
2,A20,meso,3.3,4,1,0.57
2,A20,meso,6.5,1,1,0.841
2,A20,meso,6.5,2,1,0.882
2,A20,meso,6.5,3,1,0.97
2,A20,meso,6.5,4,1,0.831
2,A20,meso,13.1,1,1,0.691
2,A20,meso,13.1,2,1,0.175
2,A20,meso,13.1,3,1,0.771
2,A20,meso,13.1,4,1,0.701
2,A20,meso,26.3,1,1,0.118
2,A20,meso,26.3,2,0,0
2,A20,meso,26.3,3,1,0.191
2,A20,meso,26.3,4,1,0.15
2,A20,meso,53,1,0,0
2,A20,meso,53,2,0,0
2,A20,meso,53,3,0,0
2,A20,meso,53,4,0,0
2,A20,meso,105.1,1,0,0
2,A20,meso,105.1,2,0,0
2,A20,meso,105.1,3,0,0
2,A20,meso,105.1,4,1,0.147
2,A20,meso,210.2,1,0,0
2,A20,meso,210.2,2,0,0
2,A20,meso,210.2,3,0,0
2,A20,meso,210.2,4,0,0
2,A20,meso,420.4,1,0,0
2,A20,meso,420.4,2,0,0
2,A20,meso,420.4,3,0,0
2,A20,meso,420.4,4,0,0
2,A20,meso,840.8,1,0,0
2,A20,meso,840.8,2,0,0
2,A20,meso,840.8,3,0,0
2,A20,meso,840.8,4,0,0
2,A20,meso,1681.6,1,0,0
2,A20,meso,1681.6,2,0,0
2,A20,meso,1681.6,3,0,0
2,A20,meso,1681.6,4,0,0
2,A20,meso+P450,0,1,1,2.518
2,A20,meso+P450,0,2,1,1.796
2,A20,meso+P450,0,3,1,2.322
2,A20,meso+P450,0,4,1,1.436
2,A20,meso+P450,1.6,1,1,1.577
2,A20,meso+P450,1.6,2,1,1.573
2,A20,meso+P450,1.6,3,1,1.376
2,A20,meso+P450,1.6,4,1,1.596
2,A20,meso+P450,3.3,1,1,1.22
2,A20,meso+P450,3.3,2,1,0.932
2,A20,meso+P450,3.3,3,1,1.527
2,A20,meso+P450,3.3,4,1,1.103
2,A20,meso+P450,6.5,1,1,1.051
2,A20,meso+P450,6.5,2,1,1.248
